                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  515839684 |  1510386692 |  249999898 |  689108092 |  1112052515 |  1158897797 |  424345751 |  260359545
  Cycles                             |  917602200 |   917602220 |  917598866 |  917602211 |   917602200 |   917602182 |  917602467 |  917602474
  IPC                                |       0.56 |        1.65 |       0.27 |       0.75 |        1.21 |        1.26 |       0.46 |       0.28
  Time (ns)                          |  305867400 |   305867407 |  305866289 |  305867404 |   305867400 |   305867394 |  305867489 |  305867491
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   78578823 |   100534050 |    4856955 |   12908686 |    99071826 |    53356820 |   22641014 |   20637355
  num incorrect                      |   16833247 |    17263565 |    6669357 |    1871863 |    16676144 |      441819 |     529503 |    1686453
  misprediction rate                 |     17.64% |      14.66% |     57.86% |     12.66% |      14.41% |       0.82% |      2.29% |      7.55%
  mpki                               |      32.63 |       11.43 |      26.68 |       2.72 |       15.00 |        0.38 |       1.25 |       6.48
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   71168131 |   183237933 |   27532058 |   65720238 |   126438574 |    88652627 |   42777537 |   21822866
    num misses                       |        178 |          18 |         14 |         66 |         456 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  200206052 |   636730074 |   93614435 |  351500286 |   465157905 |   666875008 |  149921796 |   71772801
    num misses                       |    1067793 |     4515706 |     661938 |     812988 |      246544 |       89306 |     228599 |     349676
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.23% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.07 |        2.99 |       2.65 |       1.18 |        0.22 |        0.08 |       0.54 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1067971 |     4515724 |     661952 |     813054 |      247000 |       89349 |     228646 |     349718
    num misses                       |     102952 |       34703 |     661946 |      10399 |        7884 |       26815 |      72579 |     108699
    miss rate                        |      9.64% |       0.77% |    100.00% |      1.28% |       3.19% |      30.01% |     31.74% |     31.08%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   71168131 |   183237933 |   27532058 |   65720238 |   126438574 |    88652627 |   42777537 |   21822866
    num cache misses                 |    4025110 |     1538178 |       2759 |      14125 |     1573644 |       33926 |       9570 |      19657
    miss rate                        |      5.66% |       0.84% |      0.01% |      0.02% |       1.24% |       0.04% |      0.02% |      0.09%
    mpki                             |       7.80 |        1.02 |       0.01 |       0.02 |        1.42 |        0.03 |       0.02 |       0.08
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  200206052 |   636730074 |   93614435 |  351500286 |   465157905 |   666875008 |  149921796 |   71772801
    num cache misses                 |    4596855 |     2965125 |    7293205 |    5451156 |     4055135 |     6016862 |    5288438 |    3804111
    miss rate                        |      2.30% |       0.47% |      7.79% |      1.55% |       0.87% |       0.90% |      3.53% |      5.30%
    mpki                             |       8.91 |        1.96 |      29.17 |       7.91 |        3.65 |        5.19 |      12.46 |      14.61
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    8828087 |     4534449 |    8240847 |    5726257 |     5666288 |     6063312 |    6001157 |    3855745
    num cache misses                 |    1339710 |      223989 |    7295906 |     975436 |      620164 |     3106369 |    3893366 |    3172046
    miss rate                        |     15.18% |       4.94% |     88.53% |     17.03% |      10.94% |      51.23% |     64.88% |     82.27%
    mpki                             |       2.60 |        0.15 |      29.18 |       1.42 |        0.56 |        2.68 |       9.17 |      12.18
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    1551647 |      255926 |    8240789 |    1247147 |      665095 |     3123703 |    4629118 |    3220212
    num cache misses                 |    1254641 |      223975 |    7293049 |     930596 |      613990 |     2195933 |    3794025 |    3032863
    miss rate                        |     80.86% |      87.52% |     88.50% |     74.62% |      92.32% |      70.30% |     81.96% |     94.18%
    mpki                             |       2.43 |        0.15 |      29.17 |       1.35 |        0.55 |        1.89 |       8.94 |      11.65
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   27268955 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     183.51 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      73.50 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
