                                   | Core 0    
  Instructions                     |   99999974
  Cycles                           |  218001594
  IPC                              |       0.46
  Time (ns)                        |   72667198
Branch predictor stats             |           
  num correct                      |   10548859
  num incorrect                    |    2724376
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176731
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335671
    num misses                     |     533879
    miss rate                      |      1.18%
    mpki                           |       5.34
  L2 TLB                           |           
    num accesses                   |     533897
    num misses                     |     292197
    miss rate                      |     54.73%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176731
    num cache misses               |      85794
    miss rate                      |      0.70%
    mpki                           |       0.86
  Cache L1-D                       |           
    num cache accesses             |   45335671
    num cache misses               |    1736367
    miss rate                      |      3.83%
    mpki                           |      17.36
  Cache L2                         |           
    num cache accesses             |    2450810
    num cache misses               |    1740475
    miss rate                      |     71.02%
    mpki                           |      17.40
  Cache L3                         |           
    num cache accesses             |    2369711
    num cache misses               |    1703787
    miss rate                      |     71.90%
    mpki                           |      17.04
DRAM summary                       |           
  num dram accesses                |    3391190
  average dram access latency (ns) |      51.24
  average dram queueing delay      |       1.23
Coherency Traffic                  |           
  num loads from dram              |    1155679
  num loads from dram cache        |          0
  num loads from remote cache      |          0
