                                     | Core 0     
  Instructions                       |   249999981
  Cycles                             |  1546462552
  IPC                                |        0.16
  Time (ns)                          |   515487518
Branch predictor stats               |            
  num correct                        |    58565837
  num incorrect                      |     6500447
  misprediction rate                 |       9.99%
  mpki                               |       26.00
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    21135842
    num misses                       |       17441
    miss rate                        |       0.08%
    mpki                             |        0.07
  D-TLB                              |            
    num accesses                     |    86633855
    num misses                       |     1331683
    miss rate                        |       1.54%
    mpki                             |        5.33
  L2 TLB                             |            
    num accesses                     |     1349124
    num misses                       |     1140460
    miss rate                        |      84.53%
    mpki                             |        4.56
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    21135842
    num cache misses                 |      402903
    miss rate                        |       1.91%
    mpki                             |        1.61
  Cache L1-D                         |            
    num cache accesses               |    86633855
    num cache misses                 |     7451706
    miss rate                        |       8.60%
    mpki                             |       29.81
  Cache L2                           |            
    num cache accesses               |     7873903
    num cache misses                 |     7525873
    miss rate                        |      95.58%
    mpki                             |       30.10
  Cache L3                           |            
    num cache accesses               |     7545726
    num cache misses                 |     7258282
    miss rate                        |      96.19%
    mpki                             |       29.03
DRAM summary                         |            
  num dram accesses                  |     7304270
  average dram access latency (ns)   |      115.20
  average dram queueing delay        |       30.16
  average dram bandwidth utilization |      56.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
