                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   817808491 |  1993151150 |  1166737086 |   904057533 |   520254634 |  1051515000 |  1820901182
  Cycles                             |  1099892307 |  1099895834 |  1099895257 |  1099895319 |  1099895235 |  1099895409 |  1099895318 |  1099895371
  IPC                                |        0.23 |        0.74 |        1.81 |        1.06 |        0.82 |        0.47 |        0.96 |        1.66
  Time (ns)                          |   366630769 |   366631945 |   366631752 |   366631773 |   366631745 |   366631803 |   366631773 |   366631790
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    18700461 |   113391919 |    50809042 |     1180112 |    31620499 |   158297019 |   241709464
  num incorrect                      |     2521753 |      331988 |    19214312 |     2902068 |       20000 |    19028388 |    17897116 |    24444332
  misprediction rate                 |       5.85% |       1.74% |      14.49% |       5.40% |       1.67% |      37.57% |      10.16% |       9.18%
  mpki                               |       10.09 |        0.41 |        9.64 |        2.49 |        0.02 |       36.58 |       17.02 |       13.42
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    73559051 |   223642452 |   111652512 |   103549279 |    62082123 |   168541388 |   273151950
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        6849 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   319939521 |   937101441 |   357437125 |   676303338 |   239238638 |   425474038 |   712205919
    num misses                       |       88470 |      164219 |      601925 |      109576 |    24507307 |     1644665 |     2511853 |      233806
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.62% |       0.69% |       0.59% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.09 |       27.11 |        3.16 |        2.39 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      164223 |      601981 |      109584 |    24507313 |     1644675 |     2518702 |      235087
    num misses                       |       88474 |       88663 |       95077 |        2902 |    17578698 |     1306840 |      362853 |        6835
    miss rate                        |     100.00% |      53.99% |      15.79% |       2.65% |      71.73% |      79.46% |      14.41% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.44 |        2.51 |        0.35 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    73559051 |   223642452 |   111652512 |   103549279 |    62082123 |   168541388 |   273151950
    num cache misses                 |        2756 |       42294 |      355413 |       53521 |      220513 |       16005 |     3101986 |     5565078
    miss rate                        |       0.01% |       0.06% |       0.16% |       0.05% |       0.21% |       0.03% |       1.84% |       2.04%
    mpki                             |        0.01 |        0.05 |        0.18 |        0.05 |        0.24 |        0.03 |        2.95 |        3.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   319939521 |   937101441 |   357437125 |   676303338 |   239238638 |   425474038 |   712205919
    num cache misses                 |     5661586 |     8117226 |     5589993 |    10152883 |     7410093 |     3719448 |     4075123 |     9579238
    miss rate                        |       7.49% |       2.54% |       0.60% |       2.84% |       1.10% |       1.55% |       0.96% |       1.35%
    mpki                             |       22.65 |        9.93 |        2.80 |        8.70 |        8.20 |        7.15 |        3.88 |        5.26
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7646253 |     8209299 |     5945785 |    10437965 |     7639941 |     4238559 |     7345770 |    15225500
    num cache misses                 |     5664342 |     5798307 |     2993783 |     1339344 |     5202039 |     2960996 |     1910001 |      658037
    miss rate                        |      74.08% |      70.63% |      50.35% |      12.83% |      68.09% |      69.86% |      26.00% |       4.32%
    mpki                             |       22.66 |        7.09 |        1.50 |        1.15 |        5.75 |        5.69 |        1.82 |        0.36
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7646253 |     5866340 |     2994759 |     1573884 |     5211485 |     3525611 |     2080745 |      742157
    num cache misses                 |     5519654 |     5734654 |       80911 |     1322539 |     4944300 |     2109314 |     1561779 |      528824
    miss rate                        |      72.19% |      97.76% |       2.70% |      84.03% |      94.87% |      59.83% |      75.06% |      71.26%
    mpki                             |       22.08 |        7.01 |        0.04 |        1.13 |        5.47 |        4.05 |        1.49 |        0.29
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    28436738 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      150.91 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       40.90 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      77.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
