                                   | Core 0    
  Instructions                     |   99999906
  Cycles                           |   64072259
  IPC                              |       1.56
  Time (ns)                        |   21357420
Branch predictor stats             |           
  num correct                      |    7907201
  num incorrect                    |    1549723
  misprediction rate               |     16.39%
  mpki                             |      15.50
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11064215
    num misses                     |        148
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42442152
    num misses                     |      24074
    miss rate                      |      0.06%
    mpki                           |       0.24
  L2 TLB                           |           
    num accesses                   |      24222
    num misses                     |       1289
    miss rate                      |      5.32%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11064215
    num cache misses               |     205544
    miss rate                      |      1.86%
    mpki                           |       2.06
  Cache L1-D                       |           
    num cache accesses             |   42442152
    num cache misses               |     434489
    miss rate                      |      1.02%
    mpki                           |       4.34
  Cache L2                         |           
    num cache accesses             |     640658
    num cache misses               |      80837
    miss rate                      |     12.62%
    mpki                           |       0.81
  Cache L3                         |           
    num cache accesses             |      81473
    num cache misses               |      10054
    miss rate                      |     12.34%
    mpki                           |       0.10
DRAM summary                       |           
  num dram accesses                |      10054
  average dram access latency (ns) |      50.56
  average dram queueing delay      |       0.55
Coherency Traffic                  |           
  num loads from dram              |       4474
  num loads from dram cache        |          0
  num loads from remote cache      |          0
