                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3932560449 |  3499075564 |  2174943812 |   443124859 |  1110608772 |  7908902935 |  4234121726 |  6881751790 |  1644560858 |   249999981 |  6143568831 |   645593783 |  5315690241 |  8872196235 |   803660557 |  1800817686
  Cycles                             |  4984568939 |  4984572425 |  4984569973 |  4984570413 |  4984569460 |  4984568922 |  4984568936 |  4984570743 |  4984570298 |  4984567675 |  4984570654 |  4984569435 |  4984569045 |  4984570580 |  4984572138 |  4984568922
  IPC                                |        0.79 |        0.70 |        0.44 |        0.09 |        0.22 |        1.59 |        0.85 |        1.38 |        0.33 |        0.05 |        1.23 |        0.13 |        1.07 |        1.78 |        0.16 |        0.36
  Time (ns)                          |  1661522980 |  1661524142 |  1661523324 |  1661523471 |  1661523153 |  1661522974 |  1661522979 |  1661523581 |  1661523433 |  1661522558 |  1661523551 |  1661523145 |  1661523015 |  1661523527 |  1661524046 |  1661522974
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   427945582 |   191368162 |   132201445 |    60917179 |    59238828 |   527236996 |   545471588 |   553427416 |    37404841 |    58565837 |   270633073 |    12199905 |   244786666 |  1637368287 |     7293342 |   274449585
  num incorrect                      |    65158467 |   131800506 |    79552965 |     8387095 |     1386234 |    90402147 |   127203768 |    92953082 |      665437 |     6500447 |    15364207 |    16923397 |     2036102 |   111699467 |       48848 |    58724320
  misprediction rate                 |      13.21% |      40.78% |      37.57% |      12.10% |       2.29% |      14.64% |      18.91% |      14.38% |       1.75% |       9.99% |       5.37% |      58.11% |       0.82% |       6.39% |       0.67% |      17.63%
  mpki                               |       16.57 |       37.67 |       36.58 |       18.93 |        1.25 |       11.43 |       30.04 |       13.51 |        0.40 |       26.00 |        2.50 |       26.21 |        0.38 |       12.59 |        0.06 |       32.61
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   462761894 |   286852263 |   259555769 |    77609947 |   111284658 |   959610578 |   593782058 |  1008103641 |   147514807 |    21135842 |   585653793 |    70632940 |   406670997 |  1454818511 |    71028489 |   248316314
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         282 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         368
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1763182463 |  1034506274 |   999998968 |   206499234 |   386610052 |  3334631834 |  1653675680 |  3299477667 |   648167761 |    86633855 |  1870270714 |   237775164 |  3058828429 |  2891436308 |   218869806 |   698685715
    num misses                       |    17869384 |       63093 |     6866953 |     8031086 |      594211 |    23665044 |     2971663 |    18407572 |      337874 |     1331660 |      594873 |     1676961 |      412191 |          23 |      391081 |     3719057
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.71% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.54 |        0.02 |        3.16 |       18.12 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.60 |        0.08 |        0.00 |        0.49 |        2.07
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    17869394 |       63145 |     6866963 |     8031178 |      594258 |    23665062 |     2971945 |    18407637 |      337878 |     1349101 |      594881 |     1676975 |      412234 |          62 |      391084 |     3719425
    num misses                       |     1583286 |       56435 |     5457870 |     2396297 |      183897 |      180529 |      472453 |      117043 |      181011 |     1140460 |       14864 |     1676956 |      118724 |          62 |      390790 |      358979
    miss rate                        |       8.86% |      89.37% |      79.48% |      29.84% |      30.95% |       0.76% |      15.90% |       0.64% |      53.57% |      84.53% |       2.50% |     100.00% |      28.80% |     100.00% |      99.92% |       9.65%
    mpki                             |        0.40 |        0.02 |        2.51 |        5.41 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.60 |        0.02 |        0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   462761894 |   286852263 |   259555769 |    77609947 |   111284658 |   959610578 |   593782058 |  1008103641 |   147514807 |    21135842 |   585653793 |    70632940 |   406670997 |  1454818511 |    71028489 |   248316314
    num cache misses                 |      341267 |       41838 |      142110 |     1691459 |      109286 |     8268729 |    18413206 |    33233129 |      205196 |      407919 |      100278 |       52541 |      366966 |    13751693 |      551977 |    14414991
    miss rate                        |       0.07% |       0.01% |       0.05% |       2.18% |       0.10% |       0.86% |       3.10% |       3.30% |       0.14% |       1.93% |       0.02% |       0.07% |       0.09% |       0.95% |       0.78% |       5.81%
    mpki                             |        0.09 |        0.01 |        0.07 |        3.82 |        0.10 |        1.05 |        4.35 |        4.83 |        0.12 |        1.63 |        0.02 |        0.08 |        0.07 |        1.55 |        0.69 |        8.00
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1763182463 |  1034506274 |   999998968 |   206499234 |   386610052 |  3334631834 |  1653675680 |  3299477667 |   648167761 |    86633855 |  1870270714 |   237775164 |  3058828429 |  2891436308 |   218869806 |   698685715
    num cache misses                 |    57061602 |     3771338 |    15439320 |    11762128 |    13706014 |    15895028 |    20677214 |   110961255 |    16565412 |     7458324 |    49849417 |    18303221 |    28750281 |      317837 |    41313992 |    16492172
    miss rate                        |       3.24% |       0.36% |       1.54% |       5.70% |       3.55% |       0.48% |       1.25% |       3.36% |       2.56% |       8.61% |       2.67% |       7.70% |       0.94% |       0.01% |      18.88% |       2.36%
    mpki                             |       14.51 |        1.08 |        7.10 |       26.54 |       12.34 |        2.01 |        4.88 |       16.12 |       10.07 |       29.83 |        8.11 |       28.35 |        5.41 |        0.04 |       51.41 |        9.16
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    57896099 |     3856408 |    16762734 |    15785901 |    15717153 |    24255187 |    39813501 |   144201515 |    16790274 |     7887372 |    50175281 |    20710289 |    29136373 |    14131933 |    41866064 |    31673311
    num cache misses                 |    40229489 |     3675632 |    14501083 |    11566290 |    11132461 |     2471794 |    17708144 |    21777674 |    11948187 |     7542983 |     1972081 |    18355762 |    20121940 |      528467 |    27230469 |    16059320
    miss rate                        |      69.49% |      95.31% |      86.51% |      73.27% |      70.83% |      10.19% |      44.48% |      15.10% |      71.16% |      95.63% |       3.93% |      88.63% |      69.06% |       3.74% |      65.04% |      50.70%
    mpki                             |       10.23 |        1.05 |        6.67 |       26.10 |       10.02 |        0.31 |        4.18 |        3.16 |        7.27 |       30.17 |        0.32 |       28.43 |        3.79 |        0.06 |       33.88 |        8.92
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    40751778 |     3720199 |    15860410 |    13902294 |    13064391 |     2563673 |    18433250 |    21786717 |    11976966 |     7564700 |     2199669 |    20710289 |    20141798 |      590873 |    27230564 |    16826145
    num cache misses                 |     3952690 |     3647752 |     3722280 |     7894331 |     9794685 |      628213 |     1615387 |      337734 |    11509055 |     7267549 |     1314942 |    18299874 |     5832385 |      486009 |    25026518 |     4314394
    miss rate                        |       9.70% |      98.05% |      23.47% |      56.78% |      74.97% |      24.50% |       8.76% |       1.55% |      96.09% |      96.07% |      59.78% |      88.36% |      28.96% |      82.25% |      91.91% |      25.64%
    mpki                             |        1.01 |        1.04 |        1.71 |       17.82 |        8.82 |        0.08 |        0.38 |        0.05 |        7.00 |       29.07 |        0.21 |       28.35 |        1.10 |        0.05 |       31.14 |        2.40
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   159585827 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      400.96 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      290.95 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
