                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2024113505 |  1005013791 |  2142643897 |  1100985964 |  3658655662 |   463511908 |  5805793347 |  3305929027 |  7935444988 |   417845157 |   652703180 |  3861129986 |   249999981 |  1686228890 |  1723415407 |  7065266259
  Cycles                             |  4306535237 |  4306535147 |  4306535139 |  4306535139 |  4306535652 |  4306537053 |  4306535139 |  4306535139 |  4306535148 |  4306535740 |  4306535718 |  4306535139 |  4306530457 |  4306535690 |  4306535927 |  4306535139
  IPC                                |        0.47 |        0.23 |        0.50 |        0.26 |        0.85 |        0.11 |        1.35 |        0.77 |        1.84 |        0.10 |        0.15 |        0.90 |        0.06 |        0.39 |        0.40 |        1.64
  Time (ns)                          |  1435511746 |  1435511716 |  1435511713 |  1435511713 |  1435511884 |  1435512351 |  1435511713 |  1435511713 |  1435511716 |  1435511913 |  1435511906 |  1435511713 |  1435510152 |  1435511897 |  1435511976 |  1435511713
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   123047282 |    34140903 |     2791559 |    67964102 |   209149422 |    63737643 |   255948063 |    63217270 |  1464490296 |    69006568 |    51821973 |   177799915 |    58565837 |    38579284 |   261462927 |   470558980
  num incorrect                      |    74043827 |    15941849 |       47308 |     2261434 |    35383516 |     8765054 |    14537008 |     9586386 |    99905850 |     4400403 |     4250076 |     1477721 |     6500447 |      687129 |    56793544 |    80810063
  misprediction rate                 |      37.57% |      31.83% |       1.67% |       3.22% |      14.47% |      12.09% |       5.37% |      13.17% |       6.39% |       5.99% |       7.58% |       0.82% |       9.99% |       1.75% |      17.85% |      14.66%
  mpki                               |       36.58 |       15.86 |        0.02 |        2.05 |        9.67 |       18.91 |        2.50 |        2.90 |       12.59 |       10.53 |        6.51 |        0.38 |       26.00 |        0.41 |       32.95 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   241602404 |    78703608 |   245430375 |   104705710 |   411353655 |    81189589 |   553230034 |   315302952 |  1301214155 |    70056092 |    54616821 |   295387541 |    21135842 |   151017700 |   238820234 |   857257307
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         110 |          39 |           4 |          42 |          43 |       17441 |           4 |         357 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   930590663 |   433947746 |  1602806253 |   364757634 |  1717600676 |   215987901 |  1766667555 |  1677439086 |  2586149223 |   127470455 |   179755956 |  2221826817 |    86633855 |   663691959 |   669355304 |  2979117571
    num misses                       |     6403416 |      450364 |    57867109 |     3029511 |     1108944 |     8405806 |      562886 |     3773564 |          23 |      151738 |      888866 |      299044 |     1331682 |      349879 |     3562315 |    21177162
    miss rate                        |       0.69% |       0.10% |       3.61% |       0.83% |       0.06% |       3.89% |       0.03% |       0.22% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.16 |        0.45 |       27.01 |        2.75 |        0.30 |       18.14 |        0.10 |        1.14 |        0.00 |        0.36 |        1.36 |        0.08 |        5.33 |        0.21 |        2.07 |        3.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     6403426 |      450367 |    57867115 |     3029533 |     1109000 |     8405898 |      562894 |     3773674 |          62 |      151742 |      888908 |      299087 |     1349123 |      349883 |     3562672 |    21177180
    num misses                       |     5090923 |      308246 |    41352146 |      283438 |      174786 |     2507092 |       14066 |       52099 |          62 |      151742 |      277347 |       86802 |     1140458 |      185016 |      347840 |      161857
    miss rate                        |      79.50% |      68.44% |      71.46% |       9.36% |      15.76% |      29.83% |       2.50% |       1.38% |     100.00% |     100.00% |      31.20% |      29.02% |      84.53% |      52.88% |       9.76% |       0.76%
    mpki                             |        2.52 |        0.31 |       19.30 |        0.26 |        0.05 |        5.41 |        0.00 |        0.02 |        0.00 |        0.36 |        0.42 |        0.02 |        4.56 |        0.11 |        0.20 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   241602404 |    78703608 |   245430375 |   104705710 |   411353655 |    81189589 |   553230034 |   315302952 |  1301214155 |    70056092 |    54616821 |   295387541 |    21135842 |   151017700 |   238820234 |   857257307
    num cache misses                 |      132291 |      112247 |     1033968 |      687446 |     1195293 |     1757711 |       93993 |      575204 |    12274244 |       11703 |      104741 |      265851 |      402892 |      212226 |    13893887 |     7415530
    miss rate                        |       0.05% |       0.14% |       0.42% |       0.66% |       0.29% |       2.16% |       0.02% |       0.18% |       0.94% |       0.02% |       0.19% |       0.09% |       1.91% |       0.14% |       5.82% |       0.87%
    mpki                             |        0.07 |        0.11 |        0.48 |        0.62 |        0.33 |        3.79 |        0.02 |        0.17 |        1.55 |        0.03 |        0.16 |        0.07 |        1.61 |        0.13 |        8.06 |        1.05
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   930590663 |   433947746 |  1602806253 |   364757634 |  1717600676 |   215987901 |  1766667555 |  1677439086 |  2586149223 |   127470455 |   179755956 |  2221826817 |    86633855 |   663691959 |   669355304 |  2979117571
    num cache misses                 |    14364145 |    22241945 |    17639677 |    21468078 |    10542407 |    12289235 |    46855515 |    26061036 |       98832 |     9713937 |     9665159 |    20887341 |     7451711 |    17061974 |    14804676 |    14037345
    miss rate                        |       1.54% |       5.13% |       1.10% |       5.89% |       0.61% |       5.69% |       2.65% |       1.55% |       0.00% |       7.62% |       5.38% |       0.94% |       8.60% |       2.57% |       2.21% |       0.47%
    mpki                             |        7.10 |       22.13 |        8.23 |       19.50 |        2.88 |       26.51 |        8.07 |        7.88 |        0.01 |       23.25 |       14.81 |        5.41 |       29.81 |       10.12 |        8.59 |        1.99
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    15623818 |    23943885 |    18674482 |    23683050 |    11750113 |    16422182 |    47119537 |    26971815 |    12386130 |    13059205 |     9853406 |    21178460 |     7873962 |    17275912 |    29368893 |    21542604
    num cache misses                 |    13495756 |    19961530 |    13062836 |    10270022 |     8268729 |    12069197 |     1526780 |    13813535 |      279443 |     9725640 |     9042841 |    14622729 |     7525883 |    12097400 |    14361878 |     2149638
    miss rate                        |      86.38% |      83.37% |      69.95% |      43.36% |      70.37% |      73.49% |       3.24% |      51.21% |       2.26% |      74.47% |      91.77% |      69.05% |      95.58% |      70.02% |      48.90% |       9.98%
    mpki                             |        6.67 |       19.86 |        6.10 |        9.33 |        2.26 |       26.04 |        0.26 |        4.18 |        0.04 |       23.28 |       13.85 |        3.79 |       30.10 |        7.17 |        8.33 |        0.30
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    14793782 |    21551223 |    13063977 |    11801746 |     8282306 |    14447731 |     1702043 |    14149436 |      292497 |    13059205 |     9126554 |    14648971 |     7545807 |    12101340 |    15032918 |     2241114
    num cache misses                 |     3662867 |    19724856 |    11154686 |     5831154 |     4765861 |     8030383 |      978922 |     2416371 |      275369 |     9707960 |     7891523 |     7366345 |     7243409 |    11622518 |     3936358 |      535577
