                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   264161844 |  3344053103 |  2071781068 |   902130889 |  3422787420 |  1959338355 |  2211643269 |  2098962162 |  1162135537 |   249999886 |   972739284 |   453464607 |  4209859744 |   606261298 |   347304377 |  4745714688
  Cycles                             |  2577793373 |  2577793236 |  2577793412 |  2577793226 |  2577793201 |  2577793213 |  2577793250 |  2577793200 |  2577794954 |  2577791388 |  2577794976 |  2577793506 |  2577793202 |  2577793237 |  2577794251 |  2577793200
  IPC                                |        0.10 |        1.30 |        0.80 |        0.35 |        1.33 |        0.76 |        0.86 |        0.81 |        0.45 |        0.10 |        0.38 |        0.18 |        1.63 |        0.24 |        0.13 |        1.84
  Time (ns)                          |   859264458 |   859264412 |   859264471 |   859264409 |   859264400 |   859264404 |   859264417 |   859264400 |   859264985 |   859263796 |   859264992 |   859264502 |   859264401 |   859264412 |   859264750 |   859264400
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    45022207 |   268954128 |   117892763 |    20313526 |   150492440 |   251962896 |   101843739 |   320794920 |    70619491 |    34399075 |   146856537 |     4091325 |   280619161 |    32438890 |    27491913 |   875823801
  num incorrect                      |     4058609 |    45180470 |    19982353 |      360660 |     8562572 |    58965179 |      846717 |    82343877 |    42496167 |     4720676 |    32400557 |       27350 |    48108023 |      759153 |     2251727 |    59747519
  misprediction rate                 |       8.27% |      14.38% |      14.49% |       1.74% |       5.38% |      18.96% |       0.82% |      20.43% |      37.57% |      12.07% |      18.07% |       0.66% |      14.63% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.36 |       13.51 |        9.65 |        0.40 |        2.50 |       30.09 |        0.38 |       39.23 |       36.57 |       18.88 |       33.31 |        0.06 |       11.43 |        1.25 |        6.48 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    30770996 |   489893343 |   232783449 |    81131634 |   326436954 |   274816901 |   169197709 |   273122342 |   138637967 |    43801034 |   135464420 |    40076292 |   510804336 |    61195588 |    29531082 |   778177417
    num misses                       |          42 |          65 |          56 |           4 |           8 |         183 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    91364337 |  1603408570 |   974059362 |   356366512 |  1043067042 |   766644865 |  1272655424 |   706400608 |   534441478 |   116504258 |   378253123 |   123168179 |  1774916589 |   211953138 |    95499306 |  1546618570
    num misses                       |     1534581 |     8944673 |      628622 |      182447 |      331574 |     1350714 |      171480 |     3128760 |     3661313 |     4542932 |     2015361 |      218660 |    12573792 |      327803 |      466544 |          23
    miss rate                        |       1.68% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.15% |       0.49% |       0.00%
    mpki                             |        5.81 |        2.67 |        0.30 |        0.20 |        0.10 |        0.69 |        0.08 |        1.49 |        3.15 |       18.17 |        2.07 |        0.48 |        2.99 |        0.54 |        1.34 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     1534623 |     8944738 |      628678 |      182451 |      331582 |     1350897 |      171523 |     3128779 |     3661323 |     4543016 |     2015604 |      218663 |    12573810 |      327850 |      466586 |          62
    num misses                       |      419774 |       57062 |       99127 |       99882 |        8327 |      217127 |       49673 |      654810 |     2908657 |     1361695 |      192871 |      218495 |       96083 |      101998 |      147657 |          62
    miss rate                        |      27.35% |       0.64% |      15.77% |      54.74% |       2.51% |      16.07% |      28.96% |      20.93% |      79.44% |      29.97% |       9.57% |      99.92% |       0.76% |      31.11% |      31.65% |     100.00%
    mpki                             |        1.59 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.50 |        5.45 |        0.20 |        0.48 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    30770996 |   489893343 |   232783449 |    81131634 |   326436954 |   274816901 |   169197709 |   273122342 |   138637967 |    43801034 |   135464420 |    40076292 |   510804336 |    61195588 |    29531082 |   778177417
    num cache misses                 |       34470 |    16199676 |      678352 |      108077 |       53980 |     8530819 |      152441 |     1388759 |       76834 |      950720 |     7921971 |      311125 |     4393151 |       59787 |       58680 |     7330803
    miss rate                        |       0.11% |       3.31% |       0.29% |       0.13% |       0.02% |       3.10% |       0.09% |       0.51% |       0.06% |       2.17% |       5.85% |       0.78% |       0.86% |       0.10% |       0.20% |       0.94%
    mpki                             |        0.13 |        4.84 |        0.33 |        0.12 |        0.02 |        4.35 |        0.07 |        0.66 |        0.07 |        3.80 |        8.14 |        0.69 |        1.04 |        0.10 |        0.17 |        1.54
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    91364337 |  1603408570 |   974059362 |   356366512 |  1043067042 |   766644865 |  1272655424 |   706400608 |   534441478 |   116504258 |   378253123 |   123168179 |  1774916589 |   211953138 |    95499306 |  1546618570
    num cache misses                 |    10846472 |    54023443 |     5975944 |     8992523 |    27705347 |     9466022 |    11965995 |     2898316 |     8262332 |     6656332 |     7762706 |    23102274 |     8385000 |     7551085 |     5138192 |       52939
    miss rate                        |      11.87% |       3.37% |       0.61% |       2.52% |       2.66% |       1.23% |       0.94% |       0.41% |       1.55% |       5.71% |       2.05% |      18.76% |       0.47% |       3.56% |       5.38% |       0.00%
    mpki                             |       41.06 |       16.16 |        2.88 |        9.97 |        8.09 |        4.83 |        5.41 |        1.38 |        7.11 |       26.63 |        7.98 |       50.95 |        1.99 |       12.46 |       14.79 |        0.01
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    11949888 |    70236918 |     6661217 |     9101300 |    27854652 |    18456040 |    12131949 |     4853916 |     8981769 |     8889208 |    16056686 |    23413404 |    12828836 |     8647489 |     5241713 |     7390669
    num cache misses                 |     9609408 |    10830031 |     4689860 |     6509973 |      873460 |     8141622 |     8374687 |     1921649 |     7766265 |     6534568 |     7487348 |    15229197 |     1263377 |     6168223 |     4835443 |      151965
    miss rate                        |      80.41% |      15.42% |      70.41% |      71.53% |       3.14% |      44.11% |      69.03% |      39.59% |      86.47% |      73.51% |      46.63% |      65.04% |       9.85% |      71.33% |      92.25% |       2.06%
    mpki                             |       36.38 |        3.24 |        2.26 |        7.22 |        0.26 |        4.16 |        3.79 |        0.92 |        6.68 |       26.14 |        7.70 |       33.58 |        0.30 |       10.17 |       13.92 |        0.03
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    10678818 |    10846960 |     4697422 |     6511881 |      971432 |     8602330 |     8388696 |     2498214 |     8502292 |     7818481 |     7859706 |    15229202 |     1314933 |     7218683 |     4880398 |      158892
    num cache misses                 |     6183713 |      321432 |     2670202 |     6268225 |      550364 |     1158890 |     4042608 |      814504 |     2056655 |     4326903 |     2173101 |    13989025 |      299109 |     5414638 |     4271930 |      148439
    miss rate                        |      57.91% |       2.96% |      56.84% |      96.26% |      56.65% |      13.47% |      48.19% |      32.60% |      24.19% |      55.34% |      27.65% |      91.86% |      22.75% |      75.01% |      87.53% |      93.42%
    mpki                             |       23.41 |        0.10 |        1.29 |        6.95 |        0.16 |        0.59 |        1.83 |        0.39 |        1.77 |       17.31 |        2.23 |       30.85 |        0.07 |        8.93 |       12.30 |        0.03
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    82422082 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      376.47 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      266.47 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
