                                   | Core 0    
  Instructions                     |   99999892
  Cycles                           |  219546264
  IPC                              |       0.46
  Time (ns)                        |   73182088
Branch predictor stats             |           
  num correct                      |    2618960
  num incorrect                    |    1303725
  misprediction rate               |     33.24%
  mpki                             |      13.04
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7595834
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51286772
    num misses                     |      29093
    miss rate                      |      0.06%
    mpki                           |       0.29
  L2 TLB                           |           
    num accesses                   |      29103
    num misses                     |      27483
    miss rate                      |     94.43%
    mpki                           |       0.27
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7595834
    num cache misses               |     119047
    miss rate                      |      1.57%
    mpki                           |       1.19
  Cache L1-D                       |           
    num cache accesses             |   51286772
    num cache misses               |    7455187
    miss rate                      |     14.54%
    mpki                           |      74.55
  Cache L2                         |           
    num cache accesses             |    7596661
    num cache misses               |    7507011
    miss rate                      |     98.82%
    mpki                           |      75.07
  Cache L3                         |           
    num cache accesses             |    7529438
    num cache misses               |    7496869
    miss rate                      |     99.57%
    mpki                           |      74.97
DRAM summary                       |           
  num dram accesses                |   14977354
  average dram access latency (ns) |      54.90
  average dram queueing delay      |       4.89
Coherency Traffic                  |           
  num loads from dram              |    7126735
  num loads from dram cache        |          0
  num loads from remote cache      |          0
