                                     | Core 0     
  Instructions                       |   249999989
  Cycles                             |  2698139685
  IPC                                |        0.09
  Time (ns)                          |   899379895
Branch predictor stats               |            
  num correct                        |    43244780
  num incorrect                      |    11689069
  misprediction rate                 |      21.28%
  mpki                               |       46.76
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    23761816
    num misses                       |           3
    miss rate                        |       0.00%
    mpki                             |        0.00
  D-TLB                              |            
    num accesses                     |    88558906
    num misses                       |    21160349
    miss rate                        |      23.89%
    mpki                             |       84.64
  L2 TLB                             |            
    num accesses                     |    21160352
    num misses                       |    10898645
    miss rate                        |      51.51%
    mpki                             |       43.59
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    23761816
    num cache misses                 |      194668
    miss rate                        |       0.82%
    mpki                             |        0.78
  Cache L1-D                         |            
    num cache accesses               |    88558906
    num cache misses                 |    28838437
    miss rate                        |      32.56%
    mpki                             |      115.35
  Cache L2                           |            
    num cache accesses               |    33138627
    num cache misses                 |    24483779
    miss rate                        |      73.88%
    mpki                             |       97.94
  Cache L3                           |            
    num cache accesses               |    28617906
    num cache misses                 |    22506203
    miss rate                        |      78.64%
    mpki                             |       90.02
DRAM summary                         |            
  num dram accesses                  |    26994215
  average dram access latency (ns)   |       82.47
  average dram queueing delay        |       17.45
  average dram bandwidth utilization |      60.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
