                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   854833871 |  1389275601 |  1668213908 |   969807550 |   783703855 |  1223621757 |  1874312817
  Cycles                             |  1127191890 |  1127195134 |  1127195667 |  1127195101 |  1127195101 |  1127195186 |  1127195417 |  1127195198
  IPC                                |        0.22 |        0.76 |        1.23 |        1.48 |        0.86 |        0.70 |        1.09 |        1.66
  Time (ns)                          |   375730630 |   375731712 |   375731889 |   375731701 |   375731701 |   375731729 |   375731806 |   375731733
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19235750 |    79889900 |    72974073 |     1263465 |    47630901 |   184524616 |   248752239
  num incorrect                      |     2521753 |      340914 |    13522504 |     4159996 |       21412 |    28661597 |    20724903 |    25223091
  misprediction rate                 |       5.85% |       1.74% |      14.48% |       5.39% |       1.67% |      37.57% |      10.10% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.73 |        2.49 |        0.02 |       36.57 |       16.94 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77127573 |   156662566 |   159393119 |   111087332 |    93521110 |   195921000 |   282118042
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7341 |        1284
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   337235289 |   651173418 |   509812682 |   725464719 |   360414232 |   492947549 |   733921281
    num misses                       |       88470 |      170413 |      419317 |      159240 |    26177498 |     2476704 |     2777844 |      233981
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.61% |       0.69% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.99 |        3.16 |        2.27 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170417 |      419373 |      159248 |    26177504 |     2476714 |     2785185 |      235265
    num misses                       |       88474 |       94664 |       66019 |        4109 |    18732641 |     1968427 |      397107 |        6838
    miss rate                        |     100.00% |      55.55% |      15.74% |       2.58% |      71.56% |      79.48% |      14.26% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.32 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77127573 |   156662566 |   159393119 |   111087332 |    93521110 |   195921000 |   282118042
    num cache misses                 |        3610 |       44816 |      314647 |       16153 |      206448 |       34239 |     3435518 |     5816799
    miss rate                        |       0.01% |       0.06% |       0.20% |       0.01% |       0.19% |       0.04% |       1.75% |       2.06%
    mpki                             |        0.01 |        0.05 |        0.23 |        0.01 |        0.21 |        0.04 |        2.81 |        3.10
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   337235289 |   651173418 |   509812682 |   725464719 |   360414232 |   492947549 |   733921281
    num cache misses                 |     5661785 |     8427107 |     3906598 |    13617493 |     7943005 |     5566530 |     4470122 |     9541601
    miss rate                        |       7.49% |       2.50% |       0.60% |       2.67% |       1.09% |       1.54% |       0.91% |       1.30%
    mpki                             |       22.65 |        9.86 |        2.81 |        8.16 |        8.19 |        7.10 |        3.65 |        5.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7685090 |     8479035 |     4226858 |    13696818 |     8149771 |     6031084 |     8053395 |    15426787
    num cache misses                 |     5665395 |     6013486 |     2384611 |      419759 |     5498334 |     4696322 |     2409627 |      765508
    miss rate                        |      73.72% |      70.92% |      56.42% |       3.06% |      67.47% |      77.87% |      29.92% |       4.96%
    mpki                             |       22.66 |        7.03 |        1.72 |        0.25 |        5.67 |        5.99 |        1.97 |        0.41
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7685090 |     6023197 |     2392177 |      485537 |     5498766 |     5240701 |     2558527 |      834167
    num cache misses                 |     5660107 |     5942266 |     1840083 |      398547 |     5055563 |     1395570 |     1336677 |      500803
    miss rate                        |      73.65% |      98.66% |      76.92% |      82.08% |      91.94% |      26.63% |      52.24% |      60.04%
    mpki                             |       22.64 |        6.95 |        1.32 |        0.24 |        5.21 |        1.78 |        1.09 |        0.27
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29632570 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      153.09 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       43.08 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
