                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1590676117 |  1071916286 |  1065019062 |   373492646 |  1577967050 |   249999973 |  1593494196 |   793706365
  Cycles                             |  1145084589 |  1145084702 |  1145084875 |  1145084905 |  1145084637 |  1145081398 |  1145084647 |  1145084713
  IPC                                |        1.39 |        0.94 |        0.93 |        0.33 |        1.38 |        0.22 |        1.39 |        0.69
  Time (ns)                          |   381694863 |   381694901 |   381694959 |   381694969 |   381694879 |   381693800 |   381694883 |   381694905
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    90792405 |   163773997 |    21850914 |     7095698 |   140417795 |    40600608 |   128193532 |    48239545
  num incorrect                      |    15350956 |    42086017 |     3257712 |     9858530 |    23507622 |     2521753 |    21532013 |    29028767
  misprediction rate                 |      14.46% |      20.44% |      12.97% |      58.15% |      14.34% |       5.85% |      14.38% |      37.57%
  mpki                               |        9.65 |       39.26 |        3.06 |       26.40 |       14.90 |       10.09 |       13.51 |       36.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   179244505 |   139510637 |   101991078 |    41172597 |   179282340 |    41868591 |   233471013 |    94718597
    num misses                       |          56 |          19 |          74 |          14 |         612 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   747193714 |   360650162 |   536164146 |   137782537 |   659821896 |    75636447 |   764103451 |   365053061
    num misses                       |      484502 |     1596770 |     1264629 |      988565 |      344193 |       88470 |     4265413 |     2506421
    miss rate                        |       0.06% |       0.44% |       0.24% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.19 |        2.65 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      484558 |     1596789 |     1264703 |      988579 |      344805 |       88474 |     4265478 |     2506431
    num misses                       |       76156 |      333980 |       17680 |      988568 |       11025 |       88474 |       27255 |     1992263
    miss rate                        |      15.72% |      20.92% |       1.40% |     100.00% |       3.20% |     100.00% |       0.64% |      79.49%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.65 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   179244505 |   139510637 |   101991078 |    41172597 |   179282340 |    41868591 |   233471013 |    94718597
    num cache misses                 |      286037 |      480802 |       20141 |       11491 |     2161654 |        1836 |     6855013 |       21871
    miss rate                        |       0.16% |       0.34% |       0.02% |       0.03% |       1.21% |       0.00% |       2.94% |       0.02%
    mpki                             |        0.18 |        0.45 |        0.02 |        0.03 |        1.37 |        0.01 |        4.30 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   747193714 |   360650162 |   536164146 |   137782537 |   659821896 |    75636447 |   764103451 |   365053061
    num cache misses                 |     4475088 |     1358789 |     8560795 |    10622023 |     5862068 |     5660924 |    25226355 |     5639807
    miss rate                        |       0.60% |       0.38% |       1.60% |       7.71% |       0.89% |       7.48% |       3.30% |       1.54%
    mpki                             |        2.81 |        1.27 |        8.04 |       28.44 |        3.71 |       22.64 |       15.83 |        7.11
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4768542 |     2138211 |     8773218 |    12043054 |     8049880 |     7682442 |    32091662 |     6098336
    num cache misses                 |     2433784 |      517384 |     1405940 |    10633443 |      645097 |     5662760 |      255357 |     3687291
    miss rate                        |      51.04% |      24.20% |      16.03% |      88.30% |       8.01% |      73.71% |       0.80% |      60.46%
    mpki                             |        1.53 |        0.48 |        1.32 |       28.47 |        0.41 |       22.65 |        0.16 |        4.65
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2469200 |      822055 |     1601873 |    12042983 |      676710 |     7682442 |      267808 |     4283031
    num cache misses                 |     1260585 |      481154 |      906295 |    10624722 |      477623 |     5660146 |      251224 |     1401546
    miss rate                        |      51.05% |      58.53% |      56.58% |      88.22% |      70.58% |      73.68% |      93.81% |      32.72%
    mpki                             |        0.79 |        0.45 |        0.85 |       28.45 |        0.30 |       22.64 |        0.16 |        1.77
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30288923 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      150.90 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       40.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
