                                   | Core 0     
  Instructions                     |   499999968
  Cycles                           |  1389138272
  IPC                              |        0.36
  Time (ns)                        |   463046091
Branch predictor stats             |            
  num correct                      |    68510980
  num incorrect                    |     9459886
  misprediction rate               |      12.13%
  mpki                             |       18.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    87688048
    num misses                     |          66
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   233544212
    num misses                     |     9271705
    miss rate                      |       3.97%
    mpki                           |       18.54
  L2 TLB                           |            
    num accesses                   |     9271771
    num misses                     |     2733064
    miss rate                      |      29.48%
    mpki                           |        5.47
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    87688048
    num cache misses               |     1672717
    miss rate                      |       1.91%
    mpki                           |        3.35
  Cache L1-D                       |            
    num cache accesses             |   233544212
    num cache misses               |    12935966
    miss rate                      |       5.54%
    mpki                           |       25.87
  Cache L2                         |            
    num cache accesses             |    17676988
    num cache misses               |    12714546
    miss rate                      |      71.93%
    mpki                           |       25.43
  Cache L3                         |            
    num cache accesses             |    15788378
    num cache misses               |    10216195
    miss rate                      |      64.71%
    mpki                           |       20.43
DRAM summary                       |            
  num dram accesses                |    14564835
  average dram access latency (ns) |       70.58
  average dram queueing delay      |        5.56
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
