                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1150965475 |  2594516837 |   446632339 |  6371501291 |   466099206 |  7979176414 |  3283489215 |   498975076 |   863691797 |  1758399719 |  1075744206 |  3964557474 |   249999981 |   679117442 |  9457004513 |  7571776085
  Cycles                             |  6295388858 |  6295389571 |  6295389960 |  6295390439 |  6295389905 |  6295388930 |  6295390014 |  6295389230 |  6295391272 |  6295389905 |  6295388787 |  6295388821 |  6295384849 |  6295390110 |  6295388704 |  6295388719
  IPC                                |        0.18 |        0.41 |        0.07 |        1.01 |        0.07 |        1.27 |        0.52 |        0.08 |        0.14 |        0.28 |        0.17 |        0.63 |        0.04 |        0.11 |        1.50 |        1.20
  Time (ns)                          |  2098462953 |  2098463191 |  2098463320 |  2098463480 |  2098463302 |  2098462977 |  2098463338 |  2098463077 |  2098463758 |  2098463302 |  2098462929 |  2098462941 |  2098461617 |  2098463370 |  2098462902 |  2098462907
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61678715 |   478820425 |    74147546 |   565241416 |    64097685 |  1063056447 |   495007794 |    84594209 |     7830325 |    40529953 |    35254166 |   213969055 |    58565837 |    12574891 |   630214876 |   333811023
  num incorrect                      |     1442901 |    32665170 |     4479130 |    94426437 |     8809058 |   107534525 |    55724346 |     7824281 |       52428 |      722882 |    16611545 |   150624536 |     6500447 |    17523373 |   108124055 |    18957333
  misprediction rate                 |       2.29% |       6.39% |       5.70% |      14.31% |      12.08% |       9.19% |      10.12% |       8.47% |       0.67% |       1.75% |      32.03% |      41.31% |       9.99% |      58.22% |      14.64% |       5.37%
  mpki                               |        1.25 |       12.59 |       10.03 |       14.82 |       18.90 |       13.48 |       16.97 |       15.68 |        0.06 |        0.41 |       15.44 |       37.99 |       26.00 |       25.80 |       11.43 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115121946 |   425437032 |    75275811 |   723718434 |    81643330 |  1195960524 |   525845572 |    57841026 |    76333595 |   157141597 |    83995097 |   321908802 |    21135842 |    73557828 |  1147529334 |   721502289
    num misses                       |          47 |          39 |           4 |        2189 |          92 |        5141 |       19428 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   401747355 |   845554053 |   135339445 |  2664253282 |   217208181 |  3112416874 |  1323210439 |   172562409 |   235111305 |   690508855 |   471773453 |  1167864706 |    86633855 |   247449795 |  3987579874 |  2304016068
    num misses                       |      610689 |          23 |      161938 |     1405659 |     8457683 |      957417 |     7428501 |     2921976 |      419632 |      368399 |      485555 |       70712 |     1331687 |     1717097 |    28305726 |      735188
    miss rate                        |       0.15% |       0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.69% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |        0.00 |        0.36 |        0.22 |       18.15 |        0.12 |        2.26 |        5.86 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.53 |        2.99 |        0.10
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      610736 |          62 |      161942 |     1407848 |     8457775 |      962558 |     7447929 |     2922018 |      419635 |      368403 |      485558 |       70764 |     1349128 |     1717111 |    28305744 |      735196
    num misses                       |      190377 |          62 |      161942 |       44370 |     2523933 |       28155 |     1060366 |      793237 |      419318 |      191664 |      329447 |       63129 |     1140461 |     1717092 |      216344 |       18270
    miss rate                        |      31.17% |     100.00% |     100.00% |       3.15% |      29.84% |       2.93% |      14.24% |      27.15% |      99.92% |      52.03% |      67.85% |      89.21% |      84.53% |     100.00% |       0.76% |       2.49%
    mpki                             |        0.17 |        0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.53 |        0.02 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
