                                   | Core 0    
  Instructions                     |   99999872
  Cycles                           |  161311363
  IPC                              |       0.62
  Time (ns)                        |   53770455
Branch predictor stats             |           
  num correct                      |     904120
  num incorrect                    |       6158
  misprediction rate               |      0.68%
  mpki                             |       0.06
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8831113
    num misses                     |          1
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   27165380
    num misses                     |      48351
    miss rate                      |      0.18%
    mpki                           |       0.48
  L2 TLB                           |           
    num accesses                   |      48352
    num misses                     |      48314
    miss rate                      |     99.92%
    mpki                           |       0.48
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8831113
    num cache misses               |     209290
    miss rate                      |      2.37%
    mpki                           |       2.09
  Cache L1-D                       |           
    num cache accesses             |   27165380
    num cache misses               |    5199372
    miss rate                      |     19.14%
    mpki                           |      51.99
  Cache L2                         |           
    num cache accesses             |    5422702
    num cache misses               |    4796110
    miss rate                      |     88.45%
    mpki                           |      47.96
  Cache L3                         |           
    num cache accesses             |    4810150
    num cache misses               |    4784464
    miss rate                      |     99.47%
    mpki                           |      47.84
DRAM summary                       |           
  num dram accesses                |    9552544
  average dram access latency (ns) |      55.89
  average dram queueing delay      |       5.88
Coherency Traffic                  |           
  num loads from dram              |     826471
  num loads from dram cache        |          0
  num loads from remote cache      |          0
