                                   | Core 0     
  Instructions                     |   499999968
  Cycles                           |  1285022101
  IPC                              |        0.39
  Time (ns)                        |   428340701
Branch predictor stats             |            
  num correct                      |    68510980
  num incorrect                    |     9459886
  misprediction rate               |      12.13%
  mpki                             |       18.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    87688048
    num misses                     |          66
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   233544212
    num misses                     |     9283037
    miss rate                      |       3.97%
    mpki                           |       18.57
  L2 TLB                           |            
    num accesses                   |     9283103
    num misses                     |     2733269
    miss rate                      |      29.44%
    mpki                           |        5.47
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    87688048
    num cache misses               |     1670932
    miss rate                      |       1.91%
    mpki                           |        3.34
  Cache L1-D                       |            
    num cache accesses             |   233544212
    num cache misses               |    12933066
    miss rate                      |       5.54%
    mpki                           |       25.87
  Cache L2                         |            
    num cache accesses             |    16304969
    num cache misses               |    12694317
    miss rate                      |      77.86%
    mpki                           |       25.39
  Cache L3                         |            
    num cache accesses             |    14397414
    num cache misses               |     6008785
    miss rate                      |      41.74%
    mpki                           |       12.02
DRAM summary                       |            
  num dram accesses                |     8560647
  average dram access latency (ns) |       98.42
  average dram queueing delay      |       13.38
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
