                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   718214495 |   699242431 |   692742492 |  1072925808 |  1018423915 |  5445231598 |   438861926 |  1365887897 |  1939671991 |  1080926907 |   692253248 |   429976767 |   249999886 |  1663217968 |   657535851 |  1896488322
  Cycles                             |  3605617240 |  3605617452 |  3605616981 |  3605617652 |  3605617605 |  3605616931 |  3605617378 |  3605616925 |  3605617033 |  3605617236 |  3605617030 |  3605617793 |  3605612468 |  3605616941 |  3605617134 |  3605617745
  IPC                                |        0.20 |        0.19 |        0.19 |        0.30 |        0.28 |        1.51 |        0.12 |        0.38 |        0.54 |        0.30 |        0.19 |        0.12 |        0.07 |        0.46 |        0.18 |        0.53
  Time (ns)                          |  1201872413 |  1201872484 |  1201872327 |  1201872551 |  1201872535 |  1201872310 |  1201872459 |  1201872308 |  1201872344 |  1201872412 |  1201872343 |  1201872598 |  1201870823 |  1201872314 |  1201872378 |  1201872582
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    38048172 |    89454992 |    42347489 |    24616193 |   153520514 |   250752542 |     7826898 |     1782849 |   100513687 |    96371078 |    21316948 |    34652624 |    34399075 |    95472984 |    12840677 |   205644926
  num incorrect                      |      890269 |    21142364 |     1538521 |      437354 |    17296722 |     2085614 |    11028450 |       30214 |    75169742 |    16162086 |    10202523 |     5797844 |     4720676 |    16183577 |     1866125 |    31393076
  misprediction rate                 |       2.29% |      19.12% |       3.51% |       1.75% |      10.13% |       0.82% |      58.49% |       1.67% |      42.79% |      14.36% |      32.37% |      14.33% |      12.07% |      14.49% |      12.69% |      13.24%
  mpki                               |        1.24 |       30.24 |        2.22 |        0.41 |       16.98 |        0.38 |       25.13 |        0.02 |       38.75 |       14.95 |       14.74 |       13.48 |       18.88 |        9.73 |        2.84 |       16.55
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    71718961 |    98089438 |    65987700 |    96489023 |   163099778 |   416583321 |    46875957 |   156446892 |   155392779 |   122859235 |    55050360 |    63063644 |    43801034 |   187328640 |    62836586 |   223112176
    num misses                       |          47 |         128 |          22 |           4 |        6003 |          43 |          14 |           6 |          52 |         448 |           3 |          65 |          84 |          56 |          66 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   250556004 |   274978339 |   232607542 |   420212395 |   410528577 |  3133364716 |   156647497 |  1021786091 |   567948531 |   452032161 |   309811879 |   206148048 |   116504258 |   779676479 |   333648570 |   851322813
    num misses                       |      367429 |      458194 |     1914345 |      217828 |     2321389 |      422789 |     1066826 |    36980092 |       31913 |      235164 |      316725 |     1163222 |     4539385 |      502186 |      795032 |     8688313
    miss rate                        |       0.15% |       0.17% |       0.82% |       0.05% |       0.57% |       0.01% |       0.68% |       3.62% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.24% |       1.02%
    mpki                             |        0.51 |        0.66 |        2.76 |        0.20 |        2.28 |        0.08 |        2.43 |       27.07 |        0.02 |        0.22 |        0.46 |        2.71 |       18.16 |        0.30 |        1.21 |        4.58
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      367476 |      458322 |     1914367 |      217832 |     2327392 |      422832 |     1066840 |    36980098 |       31965 |      235612 |      316728 |     1163287 |     4539469 |      502242 |      795098 |     8688323
    num misses                       |      117331 |       75944 |      171242 |      116877 |      332241 |      121518 |     1066829 |    26406139 |       28432 |        7568 |      211134 |        6851 |     1361624 |       79271 |       10320 |      777602
    miss rate                        |      31.93% |      16.57% |       8.95% |      53.65% |      14.28% |      28.74% |     100.00% |      71.41% |      88.95% |       3.21% |      66.66% |       0.59% |      30.00% |      15.78% |       1.30% |       8.95%
    mpki                             |        0.16 |        0.11 |        0.25 |        0.11 |        0.33 |        0.02 |        2.43 |       19.33 |        0.01 |        0.01 |        0.30 |        0.02 |        5.45 |        0.05 |        0.02 |        0.41
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    71718961 |    98089438 |    65987700 |    96489023 |   163099778 |   416583321 |    46875957 |   156446892 |   155392779 |   122859235 |    55050360 |    63063644 |    43801034 |   187328640 |    62836586 |   223112176
    num cache misses                 |       32033 |     3564160 |      123481 |       27589 |     3336601 |      163466 |        8921 |      199969 |      365749 |     2306486 |       16496 |     2808970 |      604375 |      578226 |      197634 |      138984
