                                   | Core 0    
  Instructions                     |   99999897
  Cycles                           |  256346767
  IPC                              |       0.39
  Time (ns)                        |   85448923
Branch predictor stats             |           
  num correct                      |    2618960
  num incorrect                    |    1303725
  misprediction rate               |     33.24%
  mpki                             |      13.04
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7595834
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51286770
    num misses                     |      29093
    miss rate                      |      0.06%
    mpki                           |       0.29
  L2 TLB                           |           
    num accesses                   |      29103
    num misses                     |      27483
    miss rate                      |     94.43%
    mpki                           |       0.27
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7595834
    num cache misses               |     119021
    miss rate                      |      1.57%
    mpki                           |       1.19
  Cache L1-D                       |           
    num cache accesses             |   51286770
    num cache misses               |    7457093
    miss rate                      |     14.54%
    mpki                           |      74.57
  Cache L2                         |           
    num cache accesses             |    7598643
    num cache misses               |    7508892
    miss rate                      |     98.82%
    mpki                           |      75.09
  Cache L3                         |           
    num cache accesses             |    7531421
    num cache misses               |    7498750
    miss rate                      |     99.57%
    mpki                           |      74.99
DRAM summary                       |           
  num dram accesses                |   14981116
  average dram access latency (ns) |      52.37
  average dram queueing delay      |       2.37
Coherency Traffic                  |           
  num loads from dram              |    7128716
  num loads from dram cache        |          0
  num loads from remote cache      |          0
