                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  289043145 |  368291664 |  548587976 |  555062504 |  387774571 |  284167177 |  677222944 |  249999884
  Cycles                             |  378715806 |  378715820 |  378715677 |  378715811 |  378715805 |  378715813 |  378715710 |  378712607
  IPC                                |       0.76 |       0.97 |       1.45 |       1.47 |       1.02 |       0.75 |       1.79 |       0.66
  Time (ns)                          |  126238602 |  126238607 |  126238559 |  126238604 |  126238602 |  126238604 |  126238570 |  126237536
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17555553 |   56255539 |   44143002 |   31296184 |   17148778 |   43053146 |   45480413 |   13325983
  num incorrect                      |   10563646 |   14523796 |    7421402 |    5276562 |   16139289 |    9380678 |    7667380 |     311809
  misprediction rate                 |     37.57% |     20.52% |     14.39% |     14.43% |     48.48% |     17.89% |     14.43% |      2.29%
  mpki                               |      36.55 |      39.44 |      13.53 |       9.51 |      41.62 |      33.01 |      11.32 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   34468672 |   47964328 |   80403478 |   62014567 |   29143094 |   39402946 |   82028734 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  133040946 |  123835586 |  263072695 |  261755863 |  110606790 |  110520149 |  284810533 |   86640605
    num misses                       |     910115 |     546439 |    1469921 |     172126 |       4854 |     594657 |    1938787 |     132424
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.48 |       2.68 |       0.31 |       0.01 |       2.09 |       2.86 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     910125 |     546458 |    1469986 |     172182 |       4906 |     594797 |    1938805 |     132471
    num misses                       |     722784 |     114340 |       9400 |      27036 |       4288 |      53723 |      14465 |      40805
    miss rate                        |     79.42% |     20.92% |      0.64% |     15.70% |     87.40% |      9.03% |      0.75% |     30.80%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   34468672 |   47964328 |   80403478 |   62014567 |   29143094 |   39402946 |   82028734 |   24892730
    num cache misses                 |      20152 |     237523 |    2644031 |     183327 |       8406 |    2318397 |     689675 |      24103
    miss rate                        |      0.06% |      0.50% |      3.29% |      0.30% |      0.03% |      5.88% |      0.84% |      0.10%
    mpki                             |       0.07 |       0.64 |       4.82 |       0.33 |       0.02 |       8.16 |       1.02 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  133040946 |  123835586 |  263072695 |  261755863 |  110606790 |  110520149 |  284810533 |   86640605
    num cache misses                 |    2074622 |     502954 |    8940727 |    1619582 |     295237 |    2397211 |    1391981 |    3042892
    miss rate                        |      1.56% |      0.41% |      3.40% |      0.62% |      0.27% |      2.17% |      0.49% |      3.51%
    mpki                             |       7.18 |       1.37 |      16.30 |       2.92 |       0.76 |       8.44 |       2.06 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2253275 |     838976 |   11587065 |    1804152 |     316740 |    4811143 |    2089870 |    3440723
    num cache misses                 |    1953862 |     329997 |    1786936 |    1272112 |     282332 |    2318274 |     212087 |    2459262
    miss rate                        |     86.71% |     39.33% |     15.42% |     70.51% |     89.14% |     48.19% |     10.15% |     71.48%
    mpki                             |       6.76 |       0.90 |       3.26 |       2.29 |       0.73 |       8.16 |       0.31 |       9.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2133715 |     430169 |    1789739 |    1273472 |     295708 |    2413930 |     220483 |    2838117
    num cache misses                 |     485019 |     134763 |      47684 |     481184 |     279918 |     536301 |      49008 |    2037746
    miss rate                        |     22.73% |     31.33% |      2.66% |     37.79% |     94.66% |     22.22% |     22.23% |     71.80%
    mpki                             |       1.68 |       0.37 |       0.09 |       0.87 |       0.72 |       1.89 |       0.07 |       8.15
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5940135 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.25 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
