                                   | Core 0    
  Instructions                     |  249999911
  Cycles                           |  148885523
  IPC                              |       1.68
  Time (ns)                        |   49628508
Branch predictor stats             |           
  num correct                      |   11041984
  num incorrect                    |     626821
  misprediction rate               |      5.37%
  mpki                             |       2.51
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23805043
    num misses                     |          8
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   75993196
    num misses                     |      24540
    miss rate                      |      0.03%
    mpki                           |       0.10
  L2 TLB                           |           
    num accesses                   |      24548
    num misses                     |        816
    miss rate                      |      3.32%
    mpki                           |       0.00
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23805043
    num cache misses               |       2907
    miss rate                      |      0.01%
    mpki                           |       0.01
  Cache L1-D                       |           
    num cache accesses             |   75993196
    num cache misses               |    2002418
    miss rate                      |      2.63%
    mpki                           |       8.01
  Cache L2                         |           
    num cache accesses             |    2010611
    num cache misses               |      48790
    miss rate                      |      2.43%
    mpki                           |       0.20
  Cache L3                         |           
    num cache accesses             |      54080
    num cache misses               |      22762
    miss rate                      |     42.09%
    mpki                           |       0.09
DRAM summary                       |           
  num dram accesses                |      24875
  average dram access latency (ns) |      66.58
  average dram queueing delay      |       1.56
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
