                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4136603871 |   887966195 |  3373503443 |   249999989 |  3418216882 |  3041966059 |   504657920 |   941059596
  Cycles                             |  4585994257 |  4585994560 |  4585994209 |  4585989873 |  4585994280 |  4585994324 |  4585994649 |  4585994298
  IPC                                |        0.90 |        0.19 |        0.74 |        0.05 |        0.75 |        0.66 |        0.11 |        0.21
  Time (ns)                          |  1528664752 |  1528664853 |  1528664736 |  1528663291 |  1528664760 |  1528664775 |  1528664883 |  1528664766
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   222293544 |   122055683 |    63488972 |    43244780 |   439767137 |    69980445 |   118242772 |   158956883
  num incorrect                      |   157296667 |    16775138 |     9606225 |    11689069 |   102796498 |     1247575 |    13124974 |    14676058
  misprediction rate                 |      41.44% |      12.08% |      13.14% |      21.28% |      18.95% |       1.75% |       9.99% |       8.45%
  mpki                               |       38.03 |       18.89 |        2.85 |       46.76 |       30.07 |        0.41 |       26.01 |       15.60
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   336582235 |   155556488 |   321363138 |    23761816 |   479433575 |   271888298 |    42653387 |   109225189
    num misses                       |          52 |         105 |         110 |           3 |         246 |           4 |       34915 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1219110495 |   413779407 |  1711892270 |    88558906 |  1337044693 |  1193760742 |   174859865 |   327524701
    num misses                       |       72489 |    16103729 |     3854101 |    21160224 |     2366944 |      633778 |     2675972 |     5625821
    miss rate                        |       0.01% |       3.89% |       0.23% |      23.89% |       0.18% |       0.05% |       1.53% |       1.72%
    mpki                             |        0.02 |       18.14 |        1.14 |       84.64 |        0.69 |        0.21 |        5.30 |        5.98
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       72541 |    16103834 |     3854211 |    21160227 |     2367190 |      633782 |     2710887 |     5625863
    num misses                       |       64648 |     4818131 |       52629 |    10898527 |      378204 |      330664 |     2291758 |     1522223
    miss rate                        |      89.12% |      29.92% |       1.37% |      51.50% |      15.98% |      52.17% |      84.54% |      27.06%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.54 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   336582235 |   155556488 |   321363138 |    23761816 |   479433575 |   271888298 |    42653387 |   109225189
    num cache misses                 |      107322 |     1857687 |       81894 |       55100 |    13934980 |       89223 |      693301 |       55908
    miss rate                        |       0.03% |       1.19% |       0.03% |       0.23% |       2.91% |       0.03% |       1.63% |       0.05%
    mpki                             |        0.03 |        2.09 |        0.02 |        0.22 |        4.08 |        0.03 |        1.37 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1219110495 |   413779407 |  1711892270 |    88558906 |  1337044693 |  1193760742 |   174859865 |   327524701
    num cache misses                 |     4540647 |    22957629 |    26514650 |    28769047 |    16495203 |    30728121 |    14952674 |    38259131
    miss rate                        |       0.37% |       5.55% |       1.55% |      32.49% |       1.23% |       2.57% |       8.55% |      11.68%
    mpki                             |        1.10 |       25.85 |        7.86 |      115.08 |        4.83 |       10.10 |       29.63 |       40.66
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4839678 |    29420614 |    28044489 |    32566881 |    31625529 |    30852811 |    15684730 |    42115130
    num cache misses                 |     4440073 |    18871507 |     5875241 |    20366789 |     5935176 |    20992225 |    14801358 |    28475881
    miss rate                        |      91.74% |      64.14% |      20.95% |      62.54% |      18.77% |      68.04% |      94.37% |      67.61%
    mpki                             |        1.07 |       21.25 |        1.74 |       81.47 |        1.74 |        6.90 |       29.33 |       30.26
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4636214 |    23495976 |     7347132 |    24182333 |     7171685 |    21040911 |    14842024 |    32285917
    num cache misses                 |     4434394 |    15551460 |     5118440 |    17541422 |     4710445 |    20888057 |    14520824 |    22038912
    miss rate                        |      95.65% |      66.19% |      69.67% |      72.54% |      65.68% |      99.27% |      97.84% |      68.26%
    mpki                             |        1.07 |       17.51 |        1.52 |       70.17 |        1.38 |        6.87 |       28.77 |       23.42
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   136879690 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      180.66 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       70.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
