                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   798267997 |   249999981 |   397193105 |  2577307527 |  1776657090 |   960762002 |  5252647364 |  3524288365
  Cycles                             |  2869384167 |  2869382020 |  2869383849 |  2869383818 |  2869383991 |  2869383875 |  2869383780 |  2869383793
  IPC                                |        0.28 |        0.09 |        0.14 |        0.90 |        0.62 |        0.33 |        1.83 |        1.23
  Time (ns)                          |   956461389 |   956460674 |   956461283 |   956461273 |   956461331 |   956461292 |   956461260 |   956461265
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7244990 |    58565837 |    65598218 |   393967528 |     2320079 |    59108406 |   241896511 |   283386397
  num incorrect                      |       48528 |     6500447 |     4107152 |   101043798 |       39318 |     2086228 |     2014150 |    47616169
  misprediction rate                 |       0.67% |       9.99% |       5.89% |      20.41% |       1.67% |       3.41% |       0.83% |      14.39%
  mpki                               |        0.06 |       26.00 |       10.34 |       39.21 |        0.02 |        2.17 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    70551846 |    21135842 |    66354492 |   335359544 |   203492742 |    91536345 |   401861390 |   516252862
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   217409012 |    86633855 |   121771429 |   867420926 |  1329082727 |   320899408 |  3022525075 |  1689684946
    num misses                       |      388506 |     1331679 |      144508 |     3838636 |    48041656 |     2635905 |      408146 |     9425513
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.82% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.04 |        2.74 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      388509 |     1349120 |      144512 |     3838655 |    48041662 |     2635927 |      408189 |     9425578
    num misses                       |      388217 |     1140460 |      144512 |      803522 |    34303807 |      258101 |      116753 |       60141
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.93% |      71.40% |       9.79% |      28.60% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.31 |        0.27 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    70551846 |    21135842 |    66354492 |   335359544 |   203492742 |    91536345 |   401861390 |   516252862
    num cache misses                 |      562008 |      408054 |       12112 |     1722997 |      966929 |      650743 |      363651 |    17248160
    miss rate                        |       0.80% |       1.93% |       0.02% |       0.51% |       0.48% |       0.71% |       0.09% |       3.34%
    mpki                             |        0.70 |        1.63 |        0.03 |        0.67 |        0.54 |        0.68 |        0.07 |        4.89
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   217409012 |    86633855 |   121771429 |   867420926 |  1329082727 |   320899408 |  3022525075 |  1689684946
    num cache misses                 |    41044014 |     7457870 |     9251574 |     3561932 |    14659966 |    18721744 |    28411951 |    57028180
    miss rate                        |      18.88% |       8.61% |       7.60% |       0.41% |       1.10% |       5.83% |       0.94% |       3.38%
    mpki                             |       51.42 |       29.83 |       23.29 |        1.38 |        8.25 |       19.49 |        5.41 |       16.18
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    41607652 |     7886468 |    12470630 |     5970107 |    15652005 |    20809841 |    28780716 |    74320872
    num cache misses                 |    27084659 |     7538749 |     9263686 |     2382837 |    11009329 |     9278337 |    19888937 |    12128089
    miss rate                        |      65.10% |      95.59% |      74.28% |      39.91% |      70.34% |      44.59% |      69.11% |      16.32%
    mpki                             |       33.93 |       30.15 |       23.32 |        0.92 |        6.20 |        9.66 |        3.79 |        3.44
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27086289 |     7559877 |    12470630 |     3079804 |    11034736 |    10744613 |    19894204 |    12181205
    num cache misses                 |    24880667 |     7062637 |     9248147 |      986126 |     9778908 |     5627246 |     1781173 |      868645
    miss rate                        |      91.86% |      93.42% |      74.16% |      32.02% |      88.62% |      52.37% |       8.95% |       7.13%
    mpki                             |       31.17 |       28.25 |       23.28 |        0.38 |        5.50 |        5.86 |        0.34 |        0.25
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    89806269 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      235.47 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      125.46 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
