                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   826818307 |   249999981 |   408320460 |  2829611974 |  1981949313 |  1051057109 |  3131882439 |  4232420295
  Cycles                             |  3306882927 |  3306880887 |  3306882217 |  3306882160 |  3306882421 |  3306882147 |  3306882147 |  3306882168
  IPC                                |        0.25 |        0.08 |        0.12 |        0.86 |        0.60 |        0.32 |        0.95 |        1.28
  Time (ns)                          |  1102294309 |  1102293629 |  1102294072 |  1102294053 |  1102294140 |  1102294049 |  1102294049 |  1102294056
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7500507 |    58565837 |    67433618 |   432540127 |     2580107 |    65002743 |   144218952 |   340309008
  num incorrect                      |       50230 |     6500447 |     4266022 |   110929830 |       43726 |     2170058 |     1198762 |    57170468
  misprediction rate                 |       0.67% |       9.99% |       5.95% |      20.41% |       1.67% |       3.23% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.45 |       39.20 |        0.02 |        2.06 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    73075007 |    21135842 |    68348762 |   368179116 |   227029563 |    99854201 |   239599668 |   619977057
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   225135443 |    86633855 |   124842269 |   952350656 |  1482577856 |   347602142 |  1802188414 |  2029182448
    num misses                       |      402096 |     1331684 |      148403 |     4214733 |    53420222 |     2859893 |      242533 |    11316752
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.60% |       0.82% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.95 |        2.72 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      402099 |     1349125 |      148407 |     4214752 |    53420228 |     2859915 |      242576 |    11316817
    num misses                       |      401796 |     1140462 |      148407 |      882257 |    38136428 |      273113 |       70389 |       72130
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.93% |      71.39% |       9.55% |      29.02% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.24 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    73075007 |    21135842 |    68348762 |   368179116 |   227029563 |    99854201 |   239599668 |   619977057
    num cache misses                 |      567802 |      402899 |       11434 |     1911391 |      954781 |      649650 |      215840 |    20626135
    miss rate                        |       0.78% |       1.91% |       0.02% |       0.52% |       0.42% |       0.65% |       0.09% |       3.33%
    mpki                             |        0.69 |        1.61 |        0.03 |        0.68 |        0.48 |        0.62 |        0.07 |        4.87
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   225135443 |    86633855 |   124842269 |   952350656 |  1482577856 |   347602142 |  1802188414 |  2029182448
    num cache misses                 |    42478285 |     7451812 |     9500400 |     3946537 |    16310218 |    20328810 |    16950224 |    68322440
    miss rate                        |      18.87% |       8.60% |       7.61% |       0.41% |       1.10% |       5.85% |       0.94% |       3.37%
    mpki                             |       51.38 |       29.81 |       23.27 |        1.39 |        8.23 |       19.34 |        5.41 |       16.14
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43046098 |     7874428 |    12787371 |     6634792 |    17265987 |    22439758 |    17194507 |    88979576
    num cache misses                 |    27974735 |     7525961 |     9511834 |     2684128 |    12060631 |     9777112 |    11871364 |    14059798
    miss rate                        |      64.99% |      95.57% |      74.38% |      40.46% |      69.85% |      43.57% |      69.04% |      15.80%
    mpki                             |       33.83 |       30.10 |       23.30 |        0.95 |        6.09 |        9.30 |        3.79 |        3.32
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27974746 |     7546252 |    12787371 |     3474871 |    12061885 |    11245105 |    11901771 |    14097676
    num cache misses                 |    25706523 |     7271977 |     9494543 |     1250105 |    10505204 |     5603212 |     7511307 |      692946
    miss rate                        |      91.89% |      96.37% |      74.25% |      35.98% |      87.09% |      49.83% |      63.11% |       4.92%
    mpki                             |       31.09 |       29.09 |       23.25 |        0.44 |        5.30 |        5.33 |        2.40 |        0.16
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   104280963 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      264.14 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      154.13 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
