                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7       | Core 8      | Core 9      | Core 10      | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1693599764 |  14178178713 |   994616022 |  3626670641 |  4125804402 |  7416814903 |  2176040803 |  14484250977 |  6255682413 |  3640622554 |  12230885294 |  3212452900 |  1349146319 |   249999989 |  6566433441 |  9276320798
  Cycles                             |  8968744615 |   8968743765 |  8968744161 |  8968743605 |  8968743593 |  8968744150 |  8968743649 |   8968743620 |  8968743603 |  8968743610 |   8968743907 |  8968743681 |  8968743691 |  8968737590 |  8968743600 |  8968743600
  IPC                                |        0.19 |         1.58 |        0.11 |        0.40 |        0.46 |        0.83 |        0.24 |         1.61 |        0.70 |        0.41 |         1.36 |        0.36 |        0.15 |        0.03 |        0.73 |        1.03
  Time (ns)                          |  2989581538 |   2989581255 |  2989581387 |  2989581202 |  2989581198 |  2989581383 |  2989581216 |   2989581207 |  2989581201 |  2989581203 |   2989581302 |  2989581227 |  2989581230 |  2989579197 |  2989581200 |  2989581200
Branch predictor stats               |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
  num correct                        |    15358191 |    808444887 |   168681985 |   467195509 |     5372475 |   656887535 |   134331611 |   2673074803 |   342098208 |    68136976 |   1326420996 |   488742574 |   106939783 |    43244780 |  1003767232 |   409491326
  num incorrect                      |      102842 |    136755649 |    15550592 |   109047800 |       91046 |   109605183 |     4705847 |    182353250 |   235636778 |    10312987 |    202554950 |   105213996 |     8748844 |    11689069 |   257336918 |    23250279
  misprediction rate                 |       0.67% |       14.47% |       8.44% |      18.92% |       1.67% |      14.30% |       3.38% |        6.39% |      40.79% |      13.15% |       13.25% |      17.71% |       7.56% |      21.28% |      20.41% |       5.37%
  mpki                               |        0.06 |         9.65 |       15.63 |       30.07 |        0.02 |       14.78 |        2.16 |        12.59 |       37.67 |        2.83 |        16.56 |       32.75 |        6.48 |       46.76 |       39.19 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num accesses                     |   149681426 |   1592365338 |   115300719 |   508531686 |   472600888 |   841927379 |   206784255 |   2375051807 |   512875772 |   346712225 |   1440685324 |   443360078 |   113309196 |    23761816 |   854299737 |   883483402
    num misses                       |           3 |           56 |          42 |         256 |           6 |        2522 |          22 |           39 |          52 |         114 |           10 |         584 |          42 |           3 |          19 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num accesses                     |   461078197 |   6661506673 |   344398352 |  1416538390 |  3086282373 |  3101789335 |   723893423 |   4720386930 |  1849538020 |  1848612533 |   5492428106 |  1246696236 |   371245373 |    88558906 |  2210334954 |  2820613067
    num misses                       |      823146 |      4299840 |     5823873 |     2534632 |   111301072 |     1639769 |     5802109 |           23 |      112756 |     4152840 |     55022864 |     6619886 |     1817540 |    21159806 |     9786032 |      902427
    miss rate                        |       0.18% |        0.06% |       1.69% |       0.18% |       3.61% |       0.05% |       0.80% |        0.00% |       0.01% |       0.22% |        1.00% |       0.53% |       0.49% |      23.89% |       0.44% |       0.03%
    mpki                             |        0.49 |         0.30 |        5.86 |        0.70 |       26.98 |        0.22 |        2.67 |         0.00 |        0.02 |        1.14 |         4.50 |        2.06 |        1.35 |       84.64 |        1.49 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num accesses                     |      823149 |      4299896 |     5823915 |     2534888 |   111301078 |     1642291 |     5802131 |           62 |      112808 |     4152954 |     55022874 |     6620470 |     1817582 |    21159809 |     9786051 |      902435
    num misses                       |      822525 |       678041 |     1581941 |      404256 |    79471131 |       51685 |      559333 |           62 |      100765 |       56581 |      4852746 |      629070 |      567150 |    10898692 |     2048876 |       22407
    miss rate                        |      99.92% |       15.77% |      27.16% |      15.95% |      71.40% |       3.15% |       9.64% |      100.00% |      89.32% |       1.36% |        8.82% |       9.50% |      31.20% |      51.51% |      20.94% |       2.48%
    mpki                             |        0.49 |         0.05 |        1.59 |        0.11 |       19.26 |        0.01 |        0.26 |         0.00 |        0.02 |        0.02 |         0.40 |        0.20 |        0.42 |       43.59 |        0.31 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num cache accesses               |   149681426 |   1592365338 |   115300719 |   508531686 |   472600888 |   841927379 |   206784255 |   2375051807 |   512875772 |   346712225 |   1440685324 |   443360078 |   113309196 |    23761816 |   854299737 |   883483402
    num cache misses                 |      129205 |      2205717 |       49440 |    15092758 |      358592 |    10656090 |      235307 |     23150406 |      192114 |      125998 |       121780 |    25298406 |      104708 |       38993 |     3229886 |      154152
    miss rate                        |       0.09% |        0.14% |       0.04% |       2.97% |       0.08% |       1.27% |       0.11% |        0.97% |       0.04% |       0.04% |        0.01% |       5.71% |       0.09% |       0.16% |       0.38% |       0.02%
    mpki                             |        0.08 |         0.16 |        0.05 |        4.16 |        0.09 |        1.44 |        0.11 |         1.60 |        0.03 |        0.03 |         0.01 |        7.88 |        0.08 |        0.16 |        0.49 |        0.02
  Cache L1-D                         |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num cache accesses               |   461078197 |   6661506673 |   344398352 |  1416538390 |  3086282373 |  3101789335 |   723893423 |   4720386930 |  1849538020 |  1848612533 |   5492428106 |  1246696236 |   371245373 |    88558906 |  2210334954 |  2820613067
    num cache misses                 |    86834178 |     39789494 |    40198578 |    17830488 |    33706277 |    28838005 |    41242595 |       431555 |     7111904 |    28739325 |    175841464 |    28013663 |    19815735 |    28800260 |     8614564 |    75495636
    miss rate                        |      18.83% |        0.60% |      11.67% |       1.26% |       1.09% |       0.93% |       5.70% |        0.01% |       0.38% |       1.55% |        3.20% |       2.25% |       5.34% |      32.52% |       0.39% |       2.68%
    mpki                             |       51.27 |         2.81 |       40.42 |        4.92 |        8.17 |        3.89 |       18.95 |         0.03 |        1.14 |        7.89 |        14.38 |        8.72 |       14.69 |      115.20 |        1.31 |        8.14
  Cache L2                           |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num cache accesses               |    86965577 |     42005831 |    44853493 |    34411636 |    34093212 |    39929576 |    44538078 |     23658704 |     7660043 |    31474538 |    176291181 |    54800458 |    20109827 |    32676153 |    13768930 |    76215257
    num cache misses                 |    52798394 |     16131731 |    27982626 |     8231966 |    22629392 |     7146412 |    12296686 |      1485230 |     7039720 |     8307281 |     43800224 |     8881574 |    16788367 |    19697127 |     3820961 |     3829391
    miss rate                        |      60.71% |       38.40% |      62.39% |      23.92% |      66.38% |      17.90% |      27.61% |        6.28% |      91.90% |      26.39% |       24.85% |      16.21% |      83.48% |      60.28% |      27.75% |       5.02%
    mpki                             |       31.18 |         1.14 |       28.13 |        2.27 |        5.48 |        0.96 |        5.65 |         0.10 |        1.13 |        2.28 |         3.58 |        2.76 |       12.44 |       78.79 |        0.58 |        0.41
  Cache L3                           |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
    num cache accesses               |    52800588 |     16185695 |    32694997 |     9774254 |    22675188 |     7710119 |    15392765 |      1561973 |     7403779 |    10965227 |     44151066 |    10398993 |    17031250 |    23626662 |     5789003 |     4419967
    num cache misses                 |    52486473 |      1971679 |    23452766 |     8136492 |    22048707 |     7058794 |    12087966 |      1483129 |     7034653 |     8154256 |      1822210 |     8708898 |    16212958 |    19165588 |     3800972 |     3828702
    miss rate                        |      99.41% |       12.18% |      71.73% |      83.24% |      97.24% |      91.55% |      78.53% |       94.95% |      95.01% |      74.36% |        4.13% |      83.75% |      95.20% |      81.12% |      65.66% |      86.62%
    mpki                             |       30.99 |         0.14 |       23.58 |        2.24 |        5.34 |        0.95 |        5.56 |         0.10 |        1.12 |        2.24 |         0.15 |        2.71 |       12.02 |       76.66 |        0.58 |        0.41
DRAM summary                         |             |              |             |             |             |             |             |              |             |             |              |             |             |             |             |            
