                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10      | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1675708122 |  14001948720 |   927523125 |  4514642726 |  4088013998 |  10352118065 |  2167931178 |  14645357297 |  6194521686 |  4680947518 |  10566454276 |  3223880735 |  1352940068 |   249999989 |  6365158805 |  9142879836
  Cycles                             |  8615952389 |   8615952049 |  8615952748 |  8615952043 |  8615952032 |   8615952087 |  8615952050 |   8615952083 |  8615952288 |  8615952024 |   8615952075 |  8615952908 |  8615952341 |  8615945961 |  8615952043 |  8615952076
  IPC                                |        0.19 |         1.63 |        0.11 |        0.52 |        0.47 |         1.20 |        0.25 |         1.70 |        0.72 |        0.54 |         1.23 |        0.37 |        0.16 |        0.03 |        0.74 |        1.06
  Time (ns)                          |  2871984130 |   2871984016 |  2871984249 |  2871984014 |  2871984011 |   2871984029 |  2871984017 |   2871984028 |  2871984096 |  2871984008 |   2871984025 |  2871984303 |  2871984114 |  2871981987 |  2871984014 |  2871984025
Branch predictor stats               |             |              |             |             |             |              |             |              |             |             |              |             |             |             |             |            
  num correct                        |    15198259 |    798104022 |   156374795 |   581684537 |     5327359 |    917919185 |   133854398 |   2702807745 |   333567616 |    86668118 |   1145445141 |   490539436 |   107225607 |    43244780 |   973077223 |   403110024
  num incorrect                      |      101774 |    134950537 |    14461757 |   135653456 |       90282 |    153196681 |     4699685 |    184382076 |   235351614 |    13136443 |    174562200 |   105551106 |     8773057 |    11689069 |   249454427 |    22883594
  misprediction rate                 |       0.67% |       14.46% |       8.47% |      18.91% |       1.67% |       14.30% |       3.39% |        6.39% |      41.37% |      13.16% |       13.22% |      17.71% |       7.56% |      21.28% |      20.40% |       5.37%
  mpki                               |        0.06 |         9.64 |       15.59 |       30.05 |        0.02 |        14.80 |        2.17 |        12.59 |       37.99 |        2.81 |        16.52 |       32.74 |        6.48 |       46.76 |       39.19 |        2.50
TLB Summary                          |             |              |             |             |             |              |             |              |             |             |              |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |              |             |              |             |             |              |             |             |             |             |            
