                                   | Core 0    
  Instructions                     |   99999897
  Cycles                           |  176711391
  IPC                              |       0.57
  Time (ns)                        |   58903797
Branch predictor stats             |           
  num correct                      |   15709240
  num incorrect                    |    3021401
  misprediction rate               |     16.13%
  mpki                             |      30.21
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14052046
    num misses                     |        246
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38559709
    num misses                     |     195115
    miss rate                      |      0.51%
    mpki                           |       1.95
  L2 TLB                           |           
    num accesses                   |     195361
    num misses                     |      47490
    miss rate                      |     24.31%
    mpki                           |       0.47
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14052046
    num cache misses               |     746184
    miss rate                      |      5.31%
    mpki                           |       7.46
  Cache L1-D                       |           
    num cache accesses             |   38559709
    num cache misses               |    1474681
    miss rate                      |      3.82%
    mpki                           |      14.75
  Cache L2                         |           
    num cache accesses             |    2328135
    num cache misses               |    1460137
    miss rate                      |     62.72%
    mpki                           |      14.60
  Cache L3                         |           
    num cache accesses             |    1567450
    num cache misses               |    1445537
    miss rate                      |     92.22%
    mpki                           |      14.46
DRAM summary                       |           
  num dram accesses                |    2874690
  average dram access latency (ns) |      52.39
  average dram queueing delay      |       2.38
Coherency Traffic                  |           
  num loads from dram              |     549633
  num loads from dram cache        |          0
  num loads from remote cache      |          0
