                                   | Core 0     
  Instructions                     |   499999893
  Cycles                           |  1272146973
  IPC                              |        0.39
  Time (ns)                        |   424048991
Branch predictor stats             |            
  num correct                      |    77608896
  num incorrect                    |     6457716
  misprediction rate               |       7.68%
  mpki                             |       12.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    55599511
    num misses                     |          41
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   178562361
    num misses                     |     3827050
    miss rate                      |       2.14%
    mpki                           |        7.65
  L2 TLB                           |            
    num accesses                   |     3827091
    num misses                     |     1014001
    miss rate                      |      26.50%
    mpki                           |        2.03
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    55599511
    num cache misses               |       70134
    miss rate                      |       0.13%
    mpki                           |        0.14
  Cache L1-D                       |            
    num cache accesses             |   178562361
    num cache misses               |    24232464
    miss rate                      |      13.57%
    mpki                           |       48.46
  Cache L2                         |            
    num cache accesses             |    26758521
    num cache misses               |    21402729
    miss rate                      |      79.98%
    mpki                           |       42.81
  Cache L3                         |            
    num cache accesses             |    23864302
    num cache misses               |    12599705
    miss rate                      |      52.80%
    mpki                           |       25.20
DRAM summary                       |            
  num dram accesses                |    17630175
  average dram access latency (ns) |       75.78
  average dram queueing delay      |       10.76
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
