                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   377401154 |  6310205825 |   276985313 |   382252175 |   249999973 |  1385852000 |   670871367 |   260654182 |  4366613036 |   619153500 |  1794741571 |   497318623 |  4552925142 |  1346974116 |  2434959275 |  4746220045
  Cycles                             |  3544165072 |  3544163849 |  3544164311 |  3544163965 |  3544162735 |  3544165452 |  3544165657 |  3544165367 |  3544163841 |  3544164600 |  3544164826 |  3544163992 |  3544163845 |  3544164636 |  3544163857 |  3544164188
  IPC                                |        0.11 |        1.78 |        0.08 |        0.11 |        0.07 |        0.39 |        0.19 |        0.07 |        1.23 |        0.17 |        0.51 |        0.14 |        1.28 |        0.38 |        0.69 |        1.34
  Time (ns)                          |  1181388358 |  1181387950 |  1181388104 |  1181387989 |  1181387579 |  1181388484 |  1181388553 |  1181388456 |  1181387947 |  1181388200 |  1181388276 |  1181387998 |  1181387949 |  1181388212 |  1181387953 |  1181388063
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    29893616 |  1164552247 |    47060996 |     7193679 |    40600608 |    84220056 |    41034212 |    35889039 |   191849047 |    18906416 |   193738919 |     4507238 |   366140403 |     1756558 |   139010024 |   633317267
  num incorrect                      |     2450882 |    79444781 |     4269252 |    10015301 |     2521753 |    50680362 |     1520807 |     4919057 |    10903039 |     9075366 |    29424438 |       30129 |    61520787 |       29768 |    23561607 |    63875320
  misprediction rate                 |       7.58% |       6.39% |       8.32% |      58.20% |       5.85% |      37.57% |       3.57% |      12.05% |       5.38% |      32.43% |      13.19% |       0.66% |      14.39% |       1.67% |      14.49% |       9.16%
  mpki                               |        6.49 |       12.59 |       15.41 |       26.20 |       10.09 |       36.57 |        2.27 |       18.87 |        2.50 |       14.66 |       16.39 |        0.06 |       13.51 |        0.02 |        9.68 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    31880911 |  1034716633 |    32163112 |    41936854 |    41868591 |   165355206 |    63894726 |    45673337 |   416625873 |    48078377 |   210983122 |    43956245 |   666973085 |   154285174 |   273606671 |   710755191
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        3074
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   103892378 |  2056489718 |    96011802 |   140310467 |    75636447 |   637365237 |   225385496 |   121457861 |  1331263597 |   279354955 |   806737403 |   135367481 |  2182997486 |  1007621234 |  1143467871 |  1849363545
    num misses                       |      508652 |          23 |     1609489 |      999052 |       88470 |     4366868 |     1820341 |     4740800 |      417226 |      284371 |     8386648 |      241518 |    12174443 |    36435662 |      735874 |      570020
