                                   | Core 0     
  Instructions                     |   249999981
  Cycles                           |  1377507507
  IPC                              |        0.18
  Time (ns)                        |   459169169
Branch predictor stats             |            
  num correct                      |    58565837
  num incorrect                    |     6500447
  misprediction rate               |       9.99%
  mpki                             |       26.00
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    21135842
    num misses                     |       17441
    miss rate                      |       0.08%
    mpki                           |        0.07
  D-TLB                            |            
    num accesses                   |    86633855
    num misses                     |     1331690
    miss rate                      |       1.54%
    mpki                           |        5.33
  L2 TLB                           |            
    num accesses                   |     1349131
    num misses                     |     1140474
    miss rate                      |      84.53%
    mpki                           |        4.56
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    21135842
    num cache misses               |      398377
    miss rate                      |       1.88%
    mpki                           |        1.59
  Cache L1-D                       |            
    num cache accesses             |    86633855
    num cache misses               |     7444184
    miss rate                      |       8.59%
    mpki                           |       29.78
  Cache L2                         |            
    num cache accesses             |     7863521
    num cache misses               |     7523945
    miss rate                      |      95.68%
    mpki                           |       30.10
  Cache L3                         |            
    num cache accesses             |     7545342
    num cache misses               |     7313324
    miss rate                      |      96.93%
    mpki                           |       29.25
DRAM summary                       |            
  num dram accesses                |     7361622
  average dram access latency (ns) |      103.95
  average dram queueing delay      |       18.91
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
