                                   | Core 0    
  Instructions                     |   99999919
  Cycles                           |  235878920
  IPC                              |       0.42
  Time (ns)                        |   78626307
Branch predictor stats             |           
  num correct                      |    2618960
  num incorrect                    |    1303725
  misprediction rate               |     33.24%
  mpki                             |      13.04
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7595834
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51286771
    num misses                     |      29134
    miss rate                      |      0.06%
    mpki                           |       0.29
  L2 TLB                           |           
    num accesses                   |      29144
    num misses                     |      27483
    miss rate                      |     94.30%
    mpki                           |       0.27
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7595834
    num cache misses               |     119336
    miss rate                      |      1.57%
    mpki                           |       1.19
  Cache L1-D                       |           
    num cache accesses             |   51286771
    num cache misses               |    7458985
    miss rate                      |     14.54%
    mpki                           |      74.59
  Cache L2                         |           
    num cache accesses             |    7599787
    num cache misses               |    7511029
    miss rate                      |     98.83%
    mpki                           |      75.11
  Cache L3                         |           
    num cache accesses             |    7532495
    num cache misses               |    7500887
    miss rate                      |     99.58%
    mpki                           |      75.01
DRAM summary                       |           
  num dram accesses                |   14985390
  average dram access latency (ns) |      54.07
  average dram queueing delay      |       4.07
Coherency Traffic                  |           
  num loads from dram              |    7129038
  num loads from dram cache        |          0
  num loads from remote cache      |          0
