                                   | Core 0    
  Instructions                     |   99999895
  Cycles                           |  169642297
  IPC                              |       0.59
  Time (ns)                        |   56547432
Branch predictor stats             |           
  num correct                      |    7943534
  num incorrect                    |     662598
  misprediction rate               |      7.70%
  mpki                             |       6.63
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8484514
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   27642136
    num misses                     |     109065
    miss rate                      |      0.39%
    mpki                           |       1.09
  L2 TLB                           |           
    num accesses                   |     109107
    num misses                     |      40226
    miss rate                      |     36.87%
    mpki                           |       0.40
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8484514
    num cache misses               |      15695
    miss rate                      |      0.18%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |   27642136
    num cache misses               |    1488386
    miss rate                      |      5.38%
    mpki                           |      14.88
  Cache L2                         |           
    num cache accesses             |    1521639
    num cache misses               |    1389838
    miss rate                      |     91.34%
    mpki                           |      13.90
  Cache L3                         |           
    num cache accesses             |    1407424
    num cache misses               |    1163020
    miss rate                      |     82.63%
    mpki                           |      11.63
DRAM summary                       |           
  num dram accesses                |    1259997
  average dram access latency (ns) |      75.30
  average dram queueing delay      |      10.28
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
