                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   613505178 |  2264912668 |   626260839 |   898740973 |  1909557123 |  2040750244 |   360898142 |  1173000865 |  1919424099 |  3933955836 |   561037289 |  3550886771 |   249999886 |  2127462593 |  2028221008 |  1605697026
  Cycles                             |  2739963306 |  2739963860 |  2739963581 |  2739963029 |  2739963006 |  2739963049 |  2739963799 |  2739963000 |  2739963000 |  2739963389 |  2739963003 |  2739963000 |  2739959504 |  2739963000 |  2739963362 |  2739963656
  IPC                                |        0.22 |        0.83 |        0.23 |        0.33 |        0.70 |        0.74 |        0.13 |        0.43 |        0.70 |        1.44 |        0.20 |        1.30 |        0.09 |        0.78 |        0.74 |        0.59
  Time (ns)                          |   913321102 |   913321287 |   913321194 |   913321010 |   913321002 |   913321016 |   913321266 |   913321000 |   913321000 |   913321130 |   913321001 |   913321000 |   913319835 |   913321000 |   913321121 |   913321219
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    32806647 |   291773124 |    38406970 |    20217885 |   288014648 |    93977096 |     6955590 |     1522575 |   100008135 |   347844059 |    17991696 |   285562267 |    34399075 |   122070208 |    38891233 |   173744718
  num incorrect                      |      767701 |    68090342 |     1340218 |      358894 |    32309568 |      781763 |     9634359 |       25804 |    74177111 |    58018106 |     8525105 |    47982384 |     4720676 |    20629144 |     5911277 |    26465738
  misprediction rate                 |       2.29% |      18.92% |       3.37% |       1.74% |      10.09% |       0.83% |      58.07% |       1.67% |      42.59% |      14.30% |      32.15% |      14.39% |      12.07% |      14.46% |      13.19% |      13.22%
  mpki                               |        1.25 |       30.06 |        2.14 |        0.40 |       16.92 |        0.38 |       26.70 |        0.02 |       38.65 |       14.75 |       15.20 |       13.51 |       18.88 |        9.70 |        2.91 |       16.48
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    61597363 |   317627541 |    59654172 |    80846745 |   305634820 |   156127293 |    40079770 |   134378467 |   154126774 |   446409492 |    43730587 |   520188985 |    43801034 |   239680245 |   193537567 |   188780254
    num misses                       |          47 |         194 |          22 |           4 |       11194 |          43 |          14 |           6 |          52 |        1382 |           3 |          65 |          84 |          56 |          90 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   214267682 |   884468620 |   208399048 |   355103674 |   768196971 |  1174304379 |   134098721 |   877407674 |   562558076 |  1645676809 |   248275179 |  1702551368 |   116504258 |   997818810 |  1030125173 |   721196878
    num misses                       |      337716 |     1590536 |     1721169 |      181487 |     4211637 |      157860 |      962008 |    31602451 |       31908 |      871756 |      255142 |     9495806 |     4542275 |      643952 |     2296444 |     7440080
    miss rate                        |       0.16% |       0.18% |       0.83% |       0.05% |       0.55% |       0.01% |       0.72% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.03%
    mpki                             |        0.55 |        0.70 |        2.75 |        0.20 |        2.21 |        0.08 |        2.67 |       26.94 |        0.02 |        0.22 |        0.45 |        2.67 |       18.17 |        0.30 |        1.13 |        4.63
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
