                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  265272808 |  343353457 |  510436618 |  559703174 |  366962719 |  296884867 |  632496144 |  249999909
  Cycles                             |  357586097 |  357585902 |  357586177 |  357585785 |  357585904 |  357585860 |  357585775 |  357582485
  IPC                                |       0.74 |       0.96 |       1.43 |       1.57 |       1.03 |       0.83 |       1.77 |       0.70
  Time (ns)                          |  119195366 |  119195301 |  119195392 |  119195262 |  119195301 |  119195287 |  119195258 |  119194162
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16118258 |   52388356 |   41038799 |   31598179 |   16629656 |   44882793 |   42289587 |   13325983
  num incorrect                      |    9700222 |   13566819 |    6897979 |    5371195 |   15118653 |    9842432 |    7212276 |     311809
  misprediction rate                 |     37.57% |     20.57% |     14.39% |     14.53% |     47.62% |     17.99% |     14.57% |      2.29%
  mpki                               |      36.57 |      39.51 |      13.51 |       9.60 |      41.20 |      33.15 |      11.40 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   31642628 |   44725252 |   74769703 |   62632163 |   27841986 |   41261416 |   76635495 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  122001811 |  115394924 |  244694384 |  263746203 |  105066930 |  115550608 |  266300410 |   86640595
    num misses                       |     837842 |     512576 |    1366773 |     172676 |       4853 |     623356 |    1860347 |     132066
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.70% |      0.15%
    mpki                             |       3.16 |       1.49 |       2.68 |       0.31 |       0.01 |       2.10 |       2.94 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     837852 |     512595 |    1366838 |     172732 |       4905 |     623496 |    1860365 |     132113
    num misses                       |     665338 |     106787 |       8831 |      27083 |       4287 |      54658 |      13954 |      40804
    miss rate                        |     79.41% |     20.83% |      0.65% |     15.68% |     87.40% |      8.77% |      0.75% |     30.89%
    mpki                             |       2.51 |       0.31 |       0.02 |       0.05 |       0.01 |       0.18 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   31642628 |   44725252 |   74769703 |   62632163 |   27841986 |   41261416 |   76635495 |   24892730
    num cache misses                 |      18086 |     225568 |    2484100 |     187607 |       6727 |    2442506 |     662257 |      25588
    miss rate                        |      0.06% |      0.50% |      3.32% |      0.30% |      0.02% |      5.92% |      0.86% |      0.10%
    mpki                             |       0.07 |       0.66 |       4.87 |       0.34 |       0.02 |       8.23 |       1.05 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  122001811 |  115394924 |  244694384 |  263746203 |  105066930 |  115550608 |  266300410 |   86640595
    num cache misses                 |    1891615 |     474986 |    8257773 |    1626905 |     288729 |    2419422 |    1270400 |    3041507
    miss rate                        |      1.55% |      0.41% |      3.37% |      0.62% |      0.27% |      2.09% |      0.48% |      3.51%
    mpki                             |       7.13 |       1.38 |      16.18 |       2.91 |       0.79 |       8.15 |       2.01 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2057396 |     794308 |   10744514 |    1816301 |     305554 |    4951712 |    1941385 |    3381863
    num cache misses                 |    1778959 |     320890 |    1674025 |    1278745 |     277923 |    2335245 |     199983 |    2466746
    miss rate                        |     86.47% |     40.40% |     15.58% |     70.40% |     90.96% |     47.16% |     10.30% |     72.94%
    mpki                             |       6.71 |       0.93 |       3.28 |       2.28 |       0.76 |       7.87 |       0.32 |       9.87
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1947032 |     416286 |    1677255 |    1280678 |     288393 |    2425105 |     208855 |    2786615
    num cache misses                 |     472607 |     141330 |      63663 |     322890 |     275534 |     398667 |      53574 |    1912699
    miss rate                        |     24.27% |     33.95% |      3.80% |     25.21% |     95.54% |     16.44% |     25.65% |     68.64%
    mpki                             |       1.78 |       0.41 |       0.12 |       0.58 |       0.75 |       1.34 |       0.08 |       7.65
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5341631 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.70 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     44.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
