                                   | Core 0    
  Instructions                     |   99999892
  Cycles                           |  254872409
  IPC                              |       0.39
  Time (ns)                        |   84957470
Branch predictor stats             |           
  num correct                      |    2618960
  num incorrect                    |    1303725
  misprediction rate               |     33.24%
  mpki                             |      13.04
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7595834
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51286768
    num misses                     |      29107
    miss rate                      |      0.06%
    mpki                           |       0.29
  L2 TLB                           |           
    num accesses                   |      29117
    num misses                     |      27483
    miss rate                      |     94.39%
    mpki                           |       0.27
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7595834
    num cache misses               |     118886
    miss rate                      |      1.57%
    mpki                           |       1.19
  Cache L1-D                       |           
    num cache accesses             |   51286768
    num cache misses               |    7456525
    miss rate                      |     14.54%
    mpki                           |      74.57
  Cache L2                         |           
    num cache accesses             |    7597057
    num cache misses               |    7508200
    miss rate                      |     98.83%
    mpki                           |      75.08
  Cache L3                         |           
    num cache accesses             |    7529846
    num cache misses               |    7498058
    miss rate                      |     99.58%
    mpki                           |      74.98
DRAM summary                       |           
  num dram accesses                |   14979732
  average dram access latency (ns) |      52.40
  average dram queueing delay      |       2.40
Coherency Traffic                  |           
  num loads from dram              |    7127610
  num loads from dram cache        |          0
  num loads from remote cache      |          0
