                                   | Core 0    
  Instructions                     |   99999906
  Cycles                           |  153729813
  IPC                              |       0.65
  Time (ns)                        |   51243271
Branch predictor stats             |           
  num correct                      |     904120
  num incorrect                    |       6158
  misprediction rate               |      0.68%
  mpki                             |       0.06
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8831113
    num misses                     |          1
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   27165397
    num misses                     |      48351
    miss rate                      |      0.18%
    mpki                           |       0.48
  L2 TLB                           |           
    num accesses                   |      48352
    num misses                     |      48314
    miss rate                      |     99.92%
    mpki                           |       0.48
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8831113
    num cache misses               |     209153
    miss rate                      |      2.37%
    mpki                           |       2.09
  Cache L1-D                       |           
    num cache accesses             |   27165397
    num cache misses               |    5199221
    miss rate                      |     19.14%
    mpki                           |      51.99
  Cache L2                         |           
    num cache accesses             |    5422427
    num cache misses               |    4795821
    miss rate                      |     88.44%
    mpki                           |      47.96
  Cache L3                         |           
    num cache accesses             |    4809874
    num cache misses               |    4784175
    miss rate                      |     99.47%
    mpki                           |      47.84
DRAM summary                       |           
  num dram accesses                |    9551966
  average dram access latency (ns) |      59.76
  average dram queueing delay      |       9.75
Coherency Traffic                  |           
  num loads from dram              |     826322
  num loads from dram cache        |          0
  num loads from remote cache      |          0
