                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   854131927 |   249999981 |   442309231 |  2732455664 |  1966512519 |  1072874283 |  2855101016 |  3913636370
  Cycles                             |  3440944031 |  3440940232 |  3440943359 |  3440943300 |  3440943744 |  3440943394 |  3440943300 |  3440943329
  IPC                                |        0.25 |        0.07 |        0.13 |        0.79 |        0.57 |        0.31 |        0.83 |        1.14
  Time (ns)                          |  1146981344 |  1146980077 |  1146981120 |  1146981100 |  1146981248 |  1146981131 |  1146981100 |  1146981110
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7744771 |    58565837 |    73432422 |   417873707 |     2556137 |    66283342 |   131466317 |   314789575
  num incorrect                      |       51858 |     6500447 |     4419133 |   107023863 |       43319 |     2192586 |     1092047 |    52858520
  misprediction rate                 |       0.67% |       9.99% |       5.68% |      20.39% |       1.67% |       3.20% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |        9.99 |       39.17 |        0.02 |        2.04 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75488735 |    21135842 |    74500689 |   355450839 |   225272507 |   101953650 |   218418277 |   573362225
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   232524227 |    86633855 |   134146764 |   919785181 |  1470992018 |   354637485 |  1642926582 |  1876435054
    num misses                       |      415082 |     1331682 |      160424 |     4068598 |    52955767 |     2953828 |      220624 |    10477168
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.60% |       0.83% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.93 |        2.75 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      415085 |     1349123 |      160428 |     4068617 |    52955773 |     2953850 |      220667 |    10477233
    num misses                       |      414771 |     1140463 |      160428 |      851992 |    37818658 |      278006 |       64269 |       66364
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.94% |      71.42% |       9.41% |      29.12% |       0.63%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.23 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75488735 |    21135842 |    74500689 |   355450839 |   225272507 |   101953650 |   218418277 |   573362225
    num cache misses                 |       55507 |      340790 |        1798 |     1362079 |      149442 |       93769 |       87327 |    17029962
    miss rate                        |       0.07% |       1.61% |       0.00% |       0.38% |       0.07% |       0.09% |       0.04% |       2.97%
    mpki                             |        0.06 |        1.36 |        0.00 |        0.50 |        0.08 |        0.09 |        0.03 |        4.35
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   232524227 |    86633855 |   134146764 |   919785181 |  1470992018 |   354637485 |  1642926582 |  1876435054
    num cache misses                 |    43784836 |     7407094 |    10264337 |     3592643 |    16060973 |    20823665 |    14880301 |    61874251
    miss rate                        |      18.83% |       8.55% |       7.65% |       0.39% |       1.09% |       5.87% |       0.91% |       3.30%
    mpki                             |       51.26 |       29.63 |       23.21 |        1.31 |        8.17 |       19.41 |        5.21 |       15.81
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43840377 |     7768129 |    13607755 |     5752691 |    16221402 |    22430949 |    15022101 |    78956227
    num cache misses                 |    26642771 |     7295955 |    10266135 |     1611427 |    10754391 |     6047565 |     7908526 |     1213332
    miss rate                        |      60.77% |      93.92% |      75.44% |      28.01% |      66.30% |      26.96% |      52.65% |       1.54%
    mpki                             |       31.19 |       29.18 |       23.21 |        0.59 |        5.47 |        5.64 |        2.77 |        0.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26642805 |     7317226 |    13607755 |     2427704 |    10778361 |     7577602 |     7987112 |     1275473
    num cache misses                 |    26580993 |     7280470 |    10263942 |     1607813 |    10535962 |     5914066 |     7724362 |     1212709
    miss rate                        |      99.77% |      99.50% |      75.43% |      66.23% |      97.75% |      78.05% |      96.71% |      95.08%
    mpki                             |       31.12 |       29.12 |       23.21 |        0.59 |        5.36 |        5.51 |        2.71 |        0.31
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   108104633 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      268.31 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      158.30 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
