                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   858014836 |  1460051223 |  1657253360 |   967743540 |   693544320 |  1191662562 |  1841673194
  Cycles                             |  1130725440 |  1130728494 |  1130728563 |  1130728186 |  1130728112 |  1130728214 |  1130728346 |  1130728215
  IPC                                |        0.22 |        0.76 |        1.29 |        1.47 |        0.86 |        0.61 |        1.05 |        1.63
  Time (ns)                          |   376908480 |   376909498 |   376909521 |   376909395 |   376909371 |   376909405 |   376909449 |   376909405
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19258621 |    83162701 |    72489807 |     1254045 |    42140624 |   179859095 |   244429846
  num incorrect                      |     2521753 |      341294 |    14140764 |     4125450 |       21252 |    25358287 |    20159449 |    24751902
  misprediction rate                 |       5.85% |       1.74% |      14.53% |       5.38% |       1.67% |      37.57% |      10.08% |       9.20%
  mpki                               |       10.09 |        0.40 |        9.69 |        2.49 |        0.02 |       36.56 |       16.92 |       13.44
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77402403 |   163903811 |   158400238 |   110870360 |    82714032 |   190639641 |   276621087
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        6986 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   338814523 |   686165974 |   506499228 |   723853698 |   318948620 |   478809601 |   720660410
    num misses                       |       88470 |      170900 |      439094 |      157705 |    26013225 |     2180912 |     2599095 |      233869
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.59% |       0.68% |       0.54% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.88 |        3.14 |        2.18 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170904 |      439150 |      157713 |    26013231 |     2180922 |     2606081 |      235150
    num misses                       |       88474 |       95138 |       69304 |        4088 |    18619996 |     1730939 |      375258 |        6836
    miss rate                        |     100.00% |      55.67% |      15.78% |       2.59% |      71.58% |      79.37% |      14.40% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.24 |        2.50 |        0.31 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77402403 |   163903811 |   158400238 |   110870360 |    82714032 |   190639641 |   276621087
    num cache misses                 |        1854 |       22727 |      264134 |       16550 |       99532 |       19748 |     3146961 |     5673420
    miss rate                        |       0.00% |       0.03% |       0.16% |       0.01% |       0.09% |       0.02% |       1.65% |       2.05%
    mpki                             |        0.01 |        0.03 |        0.18 |        0.01 |        0.10 |        0.03 |        2.64 |        3.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   338814523 |   686165974 |   506499228 |   723853698 |   318948620 |   478809601 |   720660410
    num cache misses                 |     5660938 |     8448556 |     4096317 |    13521775 |     7890087 |     4930311 |     4148957 |     9546308
    miss rate                        |       7.48% |       2.49% |       0.60% |       2.67% |       1.09% |       1.55% |       0.87% |       1.32%
    mpki                             |       22.64 |        9.85 |        2.81 |        8.16 |        8.15 |        7.11 |        3.48 |        5.18
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7682476 |     8476005 |     4368855 |    13604910 |     7991424 |     5435886 |     7452322 |    15294295
    num cache misses                 |     5662792 |     6007131 |     2253834 |      427757 |     5307012 |     3362077 |     1673516 |      634500
    miss rate                        |      73.71% |      70.87% |      51.59% |       3.14% |      66.41% |      61.85% |      22.46% |       4.15%
    mpki                             |       22.65 |        7.00 |        1.54 |        0.26 |        5.48 |        4.85 |        1.40 |        0.34
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7682476 |     6013533 |     2280303 |      497055 |     5308937 |     3990624 |     1832173 |      713931
    num cache misses                 |     5660207 |     5720488 |     1637227 |      426973 |     5014309 |     1627415 |     1414821 |      588431
    miss rate                        |      73.68% |      95.13% |      71.80% |      85.90% |      94.45% |      40.78% |      77.22% |      82.42%
    mpki                             |       22.64 |        6.67 |        1.12 |        0.26 |        5.18 |        2.35 |        1.19 |        0.32
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29650321 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      153.93 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       43.92 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
