                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   660982311 |  1699112124 |   635192756 |   946913998 |  1687515547 |  4708329773 |   393817736 |  1233931282 |  2049578548 |  3179339822 |   631625249 |  3385665508 |   249999886 |  2710641249 |  1723709531 |  2286490053
  Cycles                             |  2842519697 |  2842518110 |  2842518000 |  2842518165 |  2842518158 |  2842517876 |  2842519692 |  2842518633 |  2842518005 |  2842517995 |  2842518759 |  2842519373 |  2842514037 |  2842518305 |  2842519606 |  2842518009
  IPC                                |        0.23 |        0.60 |        0.22 |        0.33 |        0.59 |        1.66 |        0.14 |        0.43 |        0.72 |        1.12 |        0.22 |        1.19 |        0.09 |        0.95 |        0.61 |        0.80
  Time (ns)                          |   947506566 |   947506037 |   947506000 |   947506055 |   947506053 |   947505959 |   947506564 |   947506211 |   947506002 |   947505998 |   947506253 |   947506458 |   947504679 |   947506102 |   947506535 |   947506003
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    35421839 |   218307081 |    38970643 |    21576340 |   254703059 |   216818006 |     7323047 |     1604246 |   110679062 |   281150696 |    19102716 |   272311596 |    34399075 |   154462853 |    31427523 |   247030019
  num incorrect                      |      828629 |    51172418 |     1392324 |      383982 |    28562057 |     1803418 |    10222290 |       27188 |    77730668 |    46893126 |     9193451 |    45722919 |     4720676 |    26190929 |     4694709 |    37536158
  misprediction rate                 |       2.29% |      18.99% |       3.45% |       1.75% |      10.08% |       0.82% |      58.26% |       1.67% |      41.26% |      14.29% |      32.49% |      14.38% |      12.07% |      14.50% |      13.00% |      13.19%
  mpki                               |        1.25 |       30.12 |        2.19 |        0.41 |       16.93 |        0.38 |       25.96 |        0.02 |       37.93 |       14.75 |       14.56 |       13.50 |       18.88 |        9.66 |        2.72 |       16.42
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    66194166 |   238304937 |    60500169 |    84896212 |   270003114 |   360205624 |    42945924 |   141351174 |   167120756 |   360724815 |    49011414 |   495997264 |    43801034 |   304333000 |   164020739 |   268918370
    num misses                       |          47 |         172 |          22 |           4 |        9795 |          43 |          14 |           6 |          52 |        1134 |           3 |          65 |          84 |          56 |          82 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   232387871 |   665368137 |   212007333 |   373051010 |   678242176 |  2709333360 |   143648161 |   923009523 |   604571426 |  1330020691 |   286024682 |  1623271563 |   116504258 |  1273792176 |   879240354 |  1027652529
    num misses                       |      345847 |     1162042 |     1722940 |      195110 |     3690077 |      365753 |     1012898 |    33226240 |       36211 |      705412 |      290297 |     9063462 |     4541810 |      818634 |     1955825 |    10607520
    miss rate                        |       0.15% |       0.17% |       0.81% |       0.05% |       0.54% |       0.01% |       0.71% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.03%
    mpki                             |        0.52 |        0.68 |        2.71 |        0.21 |        2.19 |        0.08 |        2.57 |       26.93 |        0.02 |        0.22 |        0.46 |        2.68 |       18.17 |        0.30 |        1.13 |        4.64
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      345894 |     1162214 |     1722962 |      195114 |     3699872 |      365796 |     1012912 |    33226246 |       36263 |      706546 |      290300 |     9063527 |     4541894 |      818690 |     1955907 |    10607530
    num misses                       |      109850 |      187659 |      156838 |      104158 |      529799 |      105043 |     1012901 |    23721178 |       32412 |       22359 |      192829 |       57478 |     1361670 |      129191 |       25940 |      939759
    miss rate                        |      31.76% |      16.15% |       9.10% |      53.38% |      14.32% |      28.72% |     100.00% |      71.39% |      89.38% |       3.16% |      66.42% |       0.63% |      29.98% |      15.78% |       1.33% |       8.86%
    mpki                             |        0.17 |        0.11 |        0.25 |        0.11 |        0.31 |        0.02 |        2.57 |       19.22 |        0.02 |        0.01 |        0.31 |        0.02 |        5.45 |        0.05 |        0.02 |        0.41
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    66194166 |   238304937 |    60500169 |    84896212 |   270003114 |   360205624 |    42945924 |   141351174 |   167120756 |   360724815 |    49011414 |   495997264 |    43801034 |   304333000 |   164020739 |   268918370
    num cache misses                 |       15533 |     6826705 |       63027 |       15812 |     4462323 |      133295 |        5476 |       98749 |       14271 |     4388255 |       12309 |    14615755 |      476492 |      438035 |       22542 |       22917
    miss rate                        |       0.02% |       2.86% |       0.10% |       0.02% |       1.65% |       0.04% |       0.01% |       0.07% |       0.01% |       1.22% |       0.03% |       2.95% |       1.09% |       0.14% |       0.01% |       0.01%
    mpki                             |        0.02 |        4.02 |        0.10 |        0.02 |        2.64 |        0.03 |        0.01 |        0.08 |        0.01 |        1.38 |        0.02 |        4.32 |        1.91 |        0.16 |        0.01 |        0.01
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   232387871 |   665368137 |   212007333 |   373051010 |   678242176 |  2709333360 |   143648161 |   923009523 |   604571426 |  1330020691 |   286024682 |  1623271563 |   116504258 |  1273792176 |   879240354 |  1027652529
    num cache misses                 |     8160558 |     8061052 |    12157697 |     9532591 |     5892363 |    24340795 |    10973542 |    10092342 |     2149753 |    12097925 |    14050027 |    53449276 |     6495666 |     7606679 |    13403043 |    32918101
    miss rate                        |       3.51% |       1.21% |       5.73% |       2.56% |       0.87% |       0.90% |       7.64% |       1.09% |       0.36% |       0.91% |       4.91% |       3.29% |       5.58% |       0.60% |       1.52% |       3.20%
    mpki                             |       12.35 |        4.74 |       19.14 |       10.07 |        3.49 |        5.17 |       27.86 |        8.18 |        1.05 |        3.81 |       22.24 |       15.79 |       25.98 |        2.81 |        7.78 |       14.40
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     9315834 |    15332994 |    13138281 |     9575460 |    10631129 |    24479538 |    12388795 |    10198032 |     2186628 |    16541559 |    14860651 |    68076562 |     8410106 |     8057220 |    13794816 |    33234914
    num cache misses                 |     5965930 |     1974947 |     3692822 |     6686797 |     2428089 |    11702488 |    10978938 |     6763405 |     2083843 |     1276310 |    12364817 |      561448 |     5102297 |     3543195 |     1994599 |     8372293
    miss rate                        |      64.04% |      12.88% |      28.11% |      69.83% |      22.84% |      47.81% |      88.62% |      66.32% |      95.30% |       7.72% |      83.21% |       0.82% |      60.67% |      43.98% |      14.46% |      25.19%
    mpki                             |        9.03 |        1.16 |        5.81 |        7.06 |        1.44 |        2.49 |       27.88 |        5.48 |        1.02 |        0.40 |       19.58 |        0.17 |       20.41 |        1.31 |        1.16 |        3.66
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     7156948 |     2438141 |     4627848 |     6721869 |     2709269 |    11709323 |    12388715 |     6784572 |     2107443 |     1367362 |    13163132 |      574581 |     6548391 |     3695740 |     2374317 |     8752812
    num cache misses                 |     5913623 |     1780396 |     3649757 |     6680530 |     2364825 |     1525117 |    10977897 |     6550283 |     2083313 |     1202003 |    12359902 |      553385 |     4812963 |     2304400 |     1938051 |     2519665
    miss rate                        |      82.63% |      73.02% |      78.87% |      99.39% |      87.29% |      13.02% |      88.61% |      96.55% |      98.86% |      87.91% |      93.90% |      96.31% |      73.50% |      62.35% |      81.63% |      28.79%
    mpki                             |        8.95 |        1.05 |        5.75 |        7.06 |        1.40 |        0.32 |       27.88 |        5.31 |        1.02 |        0.38 |       19.57 |        0.16 |       19.25 |        0.85 |        1.12 |        1.10
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    91014814 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      386.53 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      276.52 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
