                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  8061483525 |  1792433611 |   266780907 |   437189369 |   287265721 |   522245703 |   687851003 |   249999886 |   923196312 |   701238500 |  1350492730 |   553396517 |   300380995 |  1425910432 |  1352767377 |  2109671677
  Cycles                             |  4344082200 |  4344083983 |  4344084938 |  4344082668 |  4344083838 |  4344084233 |  4344083344 |  4344078983 |  4344082432 |  4344082734 |  4344083492 |  4344082261 |  4344082356 |  4344082283 |  4344084110 |  4344082982
  IPC                                |        1.86 |        0.41 |        0.06 |        0.10 |        0.07 |        0.12 |        0.16 |        0.06 |        0.21 |        0.16 |        0.31 |        0.13 |        0.07 |        0.33 |        0.31 |        0.49
  Time (ns)                          |  1448027400 |  1448027995 |  1448028313 |  1448027556 |  1448027946 |  1448028078 |  1448027782 |  1448026328 |  1448027478 |  1448027578 |  1448027831 |  1448027421 |  1448027452 |  1448027428 |  1448028037 |  1448027661
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   639078355 |   330795500 |    45470413 |     7808188 |    46781696 |    31739997 |    42032458 |    34399075 |    40088077 |    21713537 |   146024255 |     5019980 |    24187980 |     1858513 |    77375063 |   280188645
  num incorrect                      |    52248257 |    22567218 |     4082514 |    10998517 |     3008865 |    19100790 |     1532861 |     4720676 |     2295768 |    10363636 |    22226864 |       33616 |     4069300 |       31496 |    13125955 |    28379912
  misprediction rate                 |       7.56% |       6.39% |       8.24% |      58.48% |       6.04% |      37.57% |       3.52% |      12.07% |       5.42% |      32.31% |      13.21% |       0.67% |      14.40% |       1.67% |      14.50% |       9.20%
  mpki                               |        6.48 |       12.59 |       15.30 |       25.16 |       10.47 |       36.57 |        2.23 |       18.88 |        2.49 |       14.78 |       16.46 |        0.06 |       13.55 |        0.02 |        9.70 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   675176642 |   293916878 |    30969446 |    46730029 |    48536799 |    62316094 |    65522290 |    43801034 |    88423801 |    55925354 |   158680136 |    48909785 |    44048997 |   163329552 |   152633103 |   317056981
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        1440
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2218644632 |   584158895 |    92296235 |   156164815 |    85934069 |   240157379 |   230907226 |   116504258 |   283266580 |   312451723 |   606584691 |   150682903 |   144079985 |  1066660855 |   634922587 |   825327257
    num misses                       |    10838016 |          23 |     1544955 |     1064823 |      101498 |     1650674 |     1894272 |     4539530 |       87351 |      319726 |     6293820 |      269122 |      806325 |    38520454 |      409310 |      263892
