                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10      | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   883302175 |  1123733059 |  2211215696 |  1144493866 |  2186512855 |   424376392 |  1612432231 |  1131184590 |  2297146091 |   472447498 |  10134715921 |  2248109574 |   249999981 |  1782511369 |   511127473 |  2020221618
  Cycles                             |  5151851754 |  5151851412 |  5151853145 |  5151851627 |  5151851565 |  5151853596 |  5151851401 |  5151852028 |  5151853135 |  5151852138 |   5151851421 |  5151851400 |  5151847315 |  5151851952 |  5151852526 |  5151852572
  IPC                                |        0.17 |        0.22 |        0.43 |        0.22 |        0.42 |        0.08 |        0.31 |        0.22 |        0.45 |        0.09 |         1.97 |        0.44 |        0.05 |        0.35 |        0.10 |        0.39
  Time (ns)                          |  1717283918 |  1717283804 |  1717284382 |  1717283876 |  1717283855 |  1717284532 |  1717283800 |  1717284009 |  1717284378 |  1717284046 |   1717283807 |  1717283800 |  1717282438 |  1717283984 |  1717284175 |  1717284191
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |              |             |             |             |             |            
  num correct                        |    53663875 |    36009486 |     2878329 |    70474244 |   124917258 |    58353119 |    70242268 |    22005958 |   423940435 |    78227939 |    803442609 |   103526040 |    58565837 |    40967750 |    77924348 |   134383907
  num incorrect                      |    32292973 |    17065919 |       48780 |     2524500 |    21165381 |     8032897 |     4001378 |     3270261 |    28921462 |     4730039 |     65710309 |      861543 |     6500447 |      730183 |    16656351 |    23101579
  misprediction rate                 |      37.57% |      32.15% |       1.67% |       3.46% |      14.49% |      12.10% |       5.39% |      12.94% |       6.39% |       5.70% |        7.56% |       0.83% |       9.99% |       1.75% |      17.61% |      14.67%
  mpki                               |       36.56 |       15.19 |        0.02 |        2.21 |        9.68 |       18.93 |        2.48 |        2.89 |       12.59 |       10.01 |         6.48 |        0.38 |       26.00 |        0.41 |       32.59 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |              |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |              |             |             |             |             |            
    num accesses                     |   105360739 |    87585240 |   253292397 |   108854777 |   245761701 |    74327525 |   154343830 |   107999299 |   376677056 |    80768487 |    848460063 |   171989261 |    21135842 |   159330647 |    70454077 |   245087729
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |          74 |          39 |           4 |           42 |          43 |       17441 |           4 |         178 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
