                                   | Core 0    
  Instructions                     |  499999957
  Cycles                           |  513605267
  IPC                              |       0.97
  Time (ns)                        |  171201756
Branch predictor stats             |           
  num correct                      |   59311068
  num incorrect                    |    7424566
  misprediction rate               |     11.13%
  mpki                             |      14.85
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60743979
    num misses                     |         32
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  225114182
    num misses                     |    3073801
    miss rate                      |      1.37%
    mpki                           |       6.15
  L2 TLB                           |           
    num accesses                   |    3073833
    num misses                     |     383467
    miss rate                      |     12.48%
    mpki                           |       0.77
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60743979
    num cache misses               |      39710
    miss rate                      |      0.07%
    mpki                           |       0.08
  Cache L1-D                       |           
    num cache accesses             |  225114182
    num cache misses               |    7071868
    miss rate                      |      3.14%
    mpki                           |      14.14
  Cache L2                         |           
    num cache accesses             |    7206393
    num cache misses               |    5392317
    miss rate                      |     74.83%
    mpki                           |      10.78
  Cache L3                         |           
    num cache accesses             |    5488763
    num cache misses               |    2800140
    miss rate                      |     51.02%
    mpki                           |       5.60
DRAM summary                       |           
  num dram accesses                |    4453025
  average dram access latency (ns) |      93.69
  average dram queueing delay      |      28.67
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
