                                   | Core 0    
  Instructions                     |   99999908
  Cycles                           |  290378851
  IPC                              |       0.34
  Time (ns)                        |   96792951
Branch predictor stats             |           
  num correct                      |   16379491
  num incorrect                    |    1254232
  misprediction rate               |      7.11%
  mpki                             |      12.54
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11637686
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   37506162
    num misses                     |     889482
    miss rate                      |      2.37%
    mpki                           |       8.89
  L2 TLB                           |           
    num accesses                   |     889524
    num misses                     |     216343
    miss rate                      |     24.32%
    mpki                           |       2.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11637686
    num cache misses               |      52343
    miss rate                      |      0.45%
    mpki                           |       0.52
  Cache L1-D                       |           
    num cache accesses             |   37506162
    num cache misses               |    5273988
    miss rate                      |     14.06%
    mpki                           |      52.74
  Cache L2                         |           
    num cache accesses             |    6470740
    num cache misses               |    4893670
    miss rate                      |     75.63%
    mpki                           |      48.94
  Cache L3                         |           
    num cache accesses             |    6038830
    num cache misses               |    4576290
    miss rate                      |     75.78%
    mpki                           |      45.76
DRAM summary                       |           
  num dram accesses                |    9136196
  average dram access latency (ns) |      52.91
  average dram queueing delay      |       2.90
Coherency Traffic                  |           
  num loads from dram              |    3795087
  num loads from dram cache        |          0
  num loads from remote cache      |          0
