                                   | Core 0    
  Instructions                     |   99999974
  Cycles                           |   67059414
  IPC                              |       1.49
  Time (ns)                        |   22353138
Branch predictor stats             |           
  num correct                      |    8132029
  num incorrect                    |    1308916
  misprediction rate               |     13.86%
  mpki                             |      13.09
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14639409
    num misses                     |         64
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48223507
    num misses                     |     263253
    miss rate                      |      0.55%
    mpki                           |       2.63
  L2 TLB                           |           
    num accesses                   |     263317
    num misses                     |       2241
    miss rate                      |      0.85%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14639409
    num cache misses               |     352172
    miss rate                      |      2.41%
    mpki                           |       3.52
  Cache L1-D                       |           
    num cache accesses             |   48223507
    num cache misses               |    1464415
    miss rate                      |      3.04%
    mpki                           |      14.64
  Cache L2                         |           
    num cache accesses             |    1816682
    num cache misses               |       6974
    miss rate                      |      0.38%
    mpki                           |       0.07
  Cache L3                         |           
    num cache accesses             |       7113
    num cache misses               |       4493
    miss rate                      |     63.17%
    mpki                           |       0.04
DRAM summary                       |           
  num dram accesses                |       4493
  average dram access latency (ns) |      51.25
  average dram queueing delay      |       1.24
Coherency Traffic                  |           
  num loads from dram              |       3307
  num loads from dram cache        |          0
  num loads from remote cache      |          0
