                                   | Core 0    
  Instructions                     |   99999884
  Cycles                           |  108926133
  IPC                              |       0.92
  Time (ns)                        |   36308711
Branch predictor stats             |           
  num correct                      |     744290
  num incorrect                    |       7409
  misprediction rate               |      0.99%
  mpki                             |       0.07
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8681428
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   49979404
    num misses                     |     976761
    miss rate                      |      1.95%
    mpki                           |       9.77
  L2 TLB                           |           
    num accesses                   |     976775
    num misses                     |     611915
    miss rate                      |     62.65%
    mpki                           |       6.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8681428
    num cache misses               |      45545
    miss rate                      |      0.52%
    mpki                           |       0.46
  Cache L1-D                       |           
    num cache accesses             |   49979404
    num cache misses               |    3316730
    miss rate                      |      6.64%
    mpki                           |      33.17
  Cache L2                         |           
    num cache accesses             |    3577623
    num cache misses               |    2984967
    miss rate                      |     83.43%
    mpki                           |      29.85
  Cache L3                         |           
    num cache accesses             |    3200315
    num cache misses               |     879716
    miss rate                      |     27.49%
    mpki                           |       8.80
DRAM summary                       |           
  num dram accesses                |    1067417
  average dram access latency (ns) |      58.13
  average dram queueing delay      |       3.12
Coherency Traffic                  |           
  num loads from dram              |     879427
  num loads from dram cache        |          0
  num loads from remote cache      |          0
