                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1589340048 |  1074588080 |  1141813130 |   376338563 |  1638214650 |   249999973 |  1610974572 |   792410985
  Cycles                             |  1123523541 |  1123523542 |  1123523552 |  1123523736 |  1123523540 |  1123522353 |  1123523560 |  1123523541
  IPC                                |        1.41 |        0.96 |        1.02 |        0.33 |        1.46 |        0.22 |        1.43 |        0.71
  Time (ns)                          |   374507847 |   374507847 |   374507851 |   374507912 |   374507847 |   374507451 |   374507853 |   374507847
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    90653281 |   164209683 |    22028899 |     7127532 |   145674918 |    40600608 |   129583500 |    48160713
  num incorrect                      |    15343348 |    42182042 |     3271877 |     9909465 |    24421332 |     2521753 |    21752406 |    28981528
  misprediction rate                 |      14.48% |      20.44% |      12.93% |      58.16% |      14.36% |       5.85% |      14.37% |      37.57%
  mpki                               |        9.65 |       39.25 |        2.87 |       26.33 |       14.91 |       10.09 |       13.50 |       36.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   179043480 |   139861636 |   108970343 |    41420902 |   186093113 |    41868591 |   236004739 |    94563847
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   746685695 |   361539363 |   578848258 |   138603849 |   685239616 |    75636447 |   772366149 |   364450637
    num misses                       |      483609 |     1599834 |     1344146 |      991972 |      365256 |       88470 |     4312477 |     2502460
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      483665 |     1599853 |     1344220 |      991986 |      365892 |       88474 |     4312542 |     2502470
    num misses                       |       76015 |      334651 |       17989 |      991975 |       11523 |       88474 |       27412 |     1989066
    miss rate                        |      15.72% |      20.92% |       1.34% |     100.00% |       3.15% |     100.00% |       0.64% |      79.48%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   179043480 |   139861636 |   108970343 |    41420902 |   186093113 |    41868591 |   236004739 |    94563847
    num cache misses                 |      518737 |      706278 |      201121 |       35018 |     2576376 |        7090 |     7809186 |       52888
    miss rate                        |       0.29% |       0.50% |       0.18% |       0.08% |       1.38% |       0.02% |       3.31% |       0.06%
    mpki                             |        0.33 |        0.66 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   746685695 |   361539363 |   578848258 |   138603849 |   685239616 |    75636447 |   772366149 |   364450637
    num cache misses                 |     4581357 |     1477450 |     9049122 |    10672850 |     6121658 |     5663717 |    26047307 |     5644183
    miss rate                        |       0.61% |       0.41% |       1.56% |       7.70% |       0.89% |       7.49% |       3.37% |       1.55%
    mpki                             |        2.88 |        1.37 |        7.93 |       28.36 |        3.74 |       22.65 |       16.17 |        7.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5104982 |     2473101 |     9335310 |    12117549 |     8707935 |     7690484 |    33862890 |     6127884
    num cache misses                 |     3593984 |      977726 |     4754748 |    10707849 |     3428252 |     5670807 |     5212472 |     5306913
    miss rate                        |      70.40% |      39.53% |      50.93% |      88.37% |      39.37% |      73.74% |      15.39% |      86.60%
    mpki                             |        2.26 |        0.91 |        4.16 |       28.45 |        2.09 |       22.68 |        3.24 |        6.70
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3599278 |     1272025 |     4839928 |    12117530 |     3438294 |     7690484 |     5220421 |     5801138
    num cache misses                 |     1235282 |      408304 |      665786 |    10672759 |      227958 |     5660148 |      148617 |     1365859
    miss rate                        |      34.32% |      32.10% |      13.76% |      88.08% |       6.63% |      73.60% |       2.85% |      23.54%
    mpki                             |        0.78 |        0.38 |        0.58 |       28.36 |        0.14 |       22.64 |        0.09 |        1.72
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29340285 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      147.67 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       37.66 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
