                                   | Core 0    
  Instructions                     |   99999890
  Cycles                           |  752764480
  IPC                              |       0.13
  Time (ns)                        |  250921493
Branch predictor stats             |           
  num correct                      |   16987764
  num incorrect                    |    4886023
  misprediction rate               |     22.34%
  mpki                             |      48.86
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9678072
    num misses                     |          3
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35503728
    num misses                     |    8312132
    miss rate                      |     23.41%
    mpki                           |      83.12
  L2 TLB                           |           
    num accesses                   |    8312135
    num misses                     |    4149718
    miss rate                      |     49.92%
    mpki                           |      41.50
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9678072
    num cache misses               |      74716
    miss rate                      |      0.77%
    mpki                           |       0.75
  Cache L1-D                       |           
    num cache accesses             |   35503728
    num cache misses               |   11428174
    miss rate                      |     32.19%
    mpki                           |     114.28
  Cache L2                         |           
    num cache accesses             |   13263926
    num cache misses               |    9819352
    miss rate                      |     74.03%
    mpki                           |      98.19
  Cache L3                         |           
    num cache accesses             |   11595317
    num cache misses               |    9209262
    miss rate                      |     79.42%
    mpki                           |      92.09
DRAM summary                       |           
  num dram accesses                |   11126065
  average dram access latency (ns) |      50.84
  average dram queueing delay      |       0.83
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
