                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |   63811709
  IPC                              |       1.57
  Time (ns)                        |   21270570
Branch predictor stats             |           
  num correct                      |    7924555
  num incorrect                    |    1227998
  misprediction rate               |     13.42%
  mpki                             |      12.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14647127
    num misses                     |         65
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48305092
    num misses                     |     328842
    miss rate                      |      0.68%
    mpki                           |       3.29
  L2 TLB                           |           
    num accesses                   |     328907
    num misses                     |       2635
    miss rate                      |      0.80%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14647127
    num cache misses               |     611725
    miss rate                      |      4.18%
    mpki                           |       6.12
  Cache L1-D                       |           
    num cache accesses             |   48305092
    num cache misses               |    1620890
    miss rate                      |      3.36%
    mpki                           |      16.21
  Cache L2                         |           
    num cache accesses             |    2232702
    num cache misses               |     268309
    miss rate                      |     12.02%
    mpki                           |       2.68
  Cache L3                         |           
    num cache accesses             |     268401
    num cache misses               |       2826
    miss rate                      |      1.05%
    mpki                           |       0.03
DRAM summary                       |           
  num dram accesses                |       2826
  average dram access latency (ns) |      58.02
  average dram queueing delay      |       3.01
Coherency Traffic                  |           
  num loads from dram              |       1659
  num loads from dram cache        |          0
  num loads from remote cache      |          0
