                                   | Core 0    
  Instructions                     |  249999980
  Cycles                           |  936459307
  IPC                              |       0.27
  Time (ns)                        |  312153103
Branch predictor stats             |           
  num correct                      |   42338506
  num incorrect                    |    3913322
  misprediction rate               |      8.46%
  mpki                             |      15.65
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28960848
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86565665
    num misses                     |    1462553
    miss rate                      |      1.69%
    mpki                           |       5.85
  L2 TLB                           |           
    num accesses                   |    1462595
    num misses                     |     397342
    miss rate                      |     27.17%
    mpki                           |       1.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28960848
    num cache misses               |      31509
    miss rate                      |      0.11%
    mpki                           |       0.13
  Cache L1-D                       |           
    num cache accesses             |   86565665
    num cache misses               |   10031654
    miss rate                      |     11.59%
    mpki                           |      40.13
  Cache L2                         |           
    num cache accesses             |   11340273
    num cache misses               |    8887204
    miss rate                      |     78.37%
    mpki                           |      35.55
  Cache L3                         |           
    num cache accesses             |   10164737
    num cache misses               |    6667854
    miss rate                      |     65.60%
    mpki                           |      26.67
DRAM summary                       |           
  num dram accesses                |    9116622
  average dram access latency (ns) |     126.36
  average dram queueing delay      |      41.32
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
