                                   | Core 0    
  Instructions                     |   99999883
  Cycles                           |  218411462
  IPC                              |       0.46
  Time (ns)                        |   72803821
Branch predictor stats             |           
  num correct                      |    2618960
  num incorrect                    |    1303725
  misprediction rate               |     33.24%
  mpki                             |      13.04
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7595834
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51286768
    num misses                     |      29097
    miss rate                      |      0.06%
    mpki                           |       0.29
  L2 TLB                           |           
    num accesses                   |      29107
    num misses                     |      27483
    miss rate                      |     94.42%
    mpki                           |       0.27
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7595834
    num cache misses               |     117829
    miss rate                      |      1.55%
    mpki                           |       1.18
  Cache L1-D                       |           
    num cache accesses             |   51286768
    num cache misses               |    7460454
    miss rate                      |     14.55%
    mpki                           |      74.60
  Cache L2                         |           
    num cache accesses             |    7600539
    num cache misses               |    7511063
    miss rate                      |     98.82%
    mpki                           |      75.11
  Cache L3                         |           
    num cache accesses             |    7533319
    num cache misses               |    7500920
    miss rate                      |     99.57%
    mpki                           |      75.01
DRAM summary                       |           
  num dram accesses                |   14985456
  average dram access latency (ns) |      54.83
  average dram queueing delay      |       4.83
Coherency Traffic                  |           
  num loads from dram              |    7132322
  num loads from dram cache        |          0
  num loads from remote cache      |          0
