                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1628287364 |  8986169010 |  1270426705 |  6315044018 |  3936547503 |  9872611302 |  2086252614 |  16273137350 |  6421946720 |  5580176299 |  6308557552 |  3416038555 |  1269569260 |   249999989 |  6592644740 |  11748211480
  Cycles                             |  8737428644 |  8737426708 |  8737426225 |  8737426200 |  8737426262 |  8737426121 |  8737426205 |   8737426362 |  8737426213 |  8737426588 |  8737426226 |  8737427290 |  8737426275 |  8737398705 |  8737426207 |   8737426201
  IPC                                |        0.19 |        1.03 |        0.15 |        0.72 |        0.45 |        1.13 |        0.24 |         1.86 |        0.73 |        0.64 |        0.72 |        0.39 |        0.15 |        0.03 |        0.75 |         1.34
  Time (ns)                          |  2912476215 |  2912475570 |  2912475409 |  2912475400 |  2912475421 |  2912475374 |  2912475402 |   2912475454 |  2912475405 |  2912475530 |  2912475409 |  2912475764 |  2912475425 |  2912466235 |  2912475403 |   2912475401
Branch predictor stats               |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14773841 |   512187815 |   215707286 |   813590280 |     5128293 |   875469274 |   129062485 |   3003215296 |   346279763 |   104895027 |   683435885 |   520163977 |   100627383 |    43244780 |  1007838649 |    518899983
  num incorrect                      |       98946 |    86647672 |    19775363 |   189766759 |       86908 |   146166197 |     4327324 |    204875537 |   243758613 |    15936901 |   104146979 |   111667516 |     8227209 |    11689069 |   258367708 |     29453499
  misprediction rate                 |       0.67% |      14.47% |       8.40% |      18.91% |       1.67% |      14.31% |       3.24% |        6.39% |      41.31% |      13.19% |      13.22% |      17.67% |       7.56% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.57 |       30.05 |        0.02 |       14.81 |        2.07 |        12.59 |       37.96 |        2.86 |       16.51 |       32.69 |        6.48 |       46.76 |       39.19 |         2.51
TLB Summary                          |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   143909510 |  1009086159 |   147390825 |   885460147 |   450915434 |  1121296513 |   198168292 |   2668385976 |   523299266 |   531470163 |   742864330 |   470993777 |   106429911 |    23761816 |   857713442 |   1118673950
    num misses                       |           3 |          56 |          42 |         376 |           6 |        3337 |          22 |           39 |          52 |         146 |          10 |         616 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   443405815 |  4222628618 |   439645059 |  2466161280 |  2944732451 |  4128176302 |   690183641 |   5303387660 |  1893807923 |  2830796274 |  2835543929 |  1325411710 |   349463964 |    88558906 |  2219138888 |   3571123630
    num misses                       |      792071 |     2725718 |     7397126 |     4424529 |   106193594 |     2176684 |     5650808 |           23 |      113070 |     6337105 |    28631917 |     7019949 |     1706047 |    21159727 |     9824557 |      1150657
    miss rate                        |       0.18% |       0.06% |       1.68% |       0.18% |       3.61% |       0.05% |       0.82% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.82 |        0.70 |       26.98 |        0.22 |        2.71 |         0.00 |        0.02 |        1.14 |        4.54 |        2.05 |        1.34 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      792074 |     2725774 |     7397168 |     4424905 |   106193600 |     2180021 |     5650830 |           62 |      113122 |     6337251 |    28631927 |     7020565 |     1706089 |    21159730 |     9824576 |      1150665
    num misses                       |      791476 |      429599 |     2017252 |      703932 |    75811882 |       68673 |      542601 |           62 |      100864 |       87177 |     2534049 |      670779 |      530897 |    10898525 |     2056816 |        28376
