                                     | Core 0      | Core 1     | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1219092870 |  566054088 |  1020885806 |  1261199230 |  406732594 |  249999888 |  636424072 |  790999525
  Cycles                             |   726811650 |  726812091 |   726811650 |   726811652 |  726811882 |  726810264 |  726812128 |  726811686
  IPC                                |        1.68 |       0.78 |        1.40 |        1.74 |       0.56 |       0.34 |       0.88 |       1.09
  Time (ns)                          |   242270550 |  242270697 |   242270550 |   242270551 |  242270627 |  242270088 |  242270709 |  242270562
Branch predictor stats               |             |            |             |             |            |            |            |           
  num correct                        |   159400335 |   12882225 |    82085909 |    83918880 |   21928355 |   19818647 |     833040 |  118990095
  num incorrect                      |    16694530 |     228250 |    13795930 |    14414018 |     512881 |    1620730 |      14118 |   13487463
  misprediction rate                 |       9.48% |      1.74% |      14.39% |      14.66% |      2.29% |      7.56% |      1.67% |     10.18%
  mpki                               |       13.69 |       0.40 |       13.51 |       11.43 |       1.26 |       6.48 |       0.02 |      17.05
TLB Summary                          |             |            |             |             |            |            |            |           
  I-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   184684530 |   51019071 |   149547708 |   152995626 |   40937604 |   20925725 |   72888378 |  126804969
    num misses                       |         848 |          4 |          65 |          18 |         47 |         42 |          6 |       5315
    miss rate                        |       0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   481523350 |  221031626 |   489418051 |   531639143 |  144080521 |   68803936 |  476115982 |  319933758
    num misses                       |      145364 |     111587 |     2732925 |     3767545 |     212162 |     336440 |   17325077 |    1879724
    miss rate                        |       0.03% |      0.05% |       0.56% |       0.71% |      0.15% |      0.49% |      3.64% |      0.59%
    mpki                             |        0.12 |       0.20 |        2.68 |        2.99 |       0.52 |       1.35 |      27.22 |       2.38
  L2 TLB                             |             |            |             |             |            |            |            |           
    num accesses                     |      146212 |     111591 |     2732990 |     3767563 |     212209 |     336482 |   17325083 |    1885039
    num misses                       |        4448 |      61062 |       17496 |       28982 |      68670 |     104710 |   12442198 |     271788
    miss rate                        |       3.04% |     54.72% |       0.64% |       0.77% |     32.36% |     31.12% |     71.82% |     14.42%
    mpki                             |        0.00 |       0.11 |        0.02 |        0.02 |       0.17 |       0.42 |      19.55 |       0.34
Cache Summary                        |             |            |             |             |            |            |            |           
  Cache L1-I                         |             |            |             |             |            |            |            |           
    num cache accesses               |   184684530 |   51019071 |   149547708 |   152995626 |   40937604 |   20925725 |   72888378 |  126804969
    num cache misses                 |     3856891 |      65589 |     4965950 |     1328004 |      41453 |      39832 |     308656 |    2554548
    miss rate                        |       2.09% |      0.13% |       3.32% |       0.87% |      0.10% |      0.19% |      0.42% |      2.01%
    mpki                             |        3.16 |       0.12 |        4.86 |        1.05 |       0.10 |       0.16 |       0.48 |       3.23
  Cache L1-D                         |             |            |             |             |            |            |            |           
    num cache accesses               |   481523350 |  221031626 |   489418051 |   531639143 |  144080521 |   68803936 |  476115982 |  319933758
    num cache misses                 |     5534383 |    5500991 |    16516390 |     2524123 |    5088816 |    3683610 |    5251200 |    3150283
    miss rate                        |       1.15% |      2.49% |       3.37% |       0.47% |      3.53% |      5.35% |      1.10% |      0.98%
    mpki                             |        4.54 |       9.72 |       16.18 |        2.00 |      12.51 |      14.73 |       8.25 |       3.98
  Cache L2                           |             |            |             |             |            |            |            |           
    num cache accesses               |     9438054 |    5566807 |    21488712 |     3870790 |    5802254 |    3745800 |    5560064 |    5798093
    num cache misses                 |      591875 |    3977783 |     3363882 |      422892 |    4159297 |    3452489 |    3907863 |    3070646
    miss rate                        |       6.27% |     71.46% |      15.65% |      10.93% |     71.68% |     92.17% |     70.28% |     52.96%
    mpki                             |        0.49 |       7.03 |        3.30 |        0.34 |      10.23 |      13.81 |       6.14 |       3.88
  Cache L3                           |             |            |             |             |            |            |            |           
    num cache accesses               |      638794 |    3978454 |     3371560 |      442055 |    4840826 |    3474918 |    3908147 |    3164272
    num cache misses                 |      303608 |    3814166 |      130811 |      124192 |    3605887 |    2858282 |    3318961 |     867440
    miss rate                        |      47.53% |     95.87% |       3.88% |      28.09% |     74.49% |     82.25% |     84.92% |     27.41%
    mpki                             |        0.25 |       6.74 |        0.13 |        0.10 |       8.87 |      11.43 |       5.22 |       1.10
DRAM summary                         |             |            |             |             |            |            |            |           
  num dram accesses                  |    18946034 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      147.97 |        inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       37.96 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      78.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |             |             |            |            |            |           
  num loads from dram                |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
