                                   | Core 0    
  Instructions                     |   99999918
  Cycles                           |  141295611
  IPC                              |       0.71
  Time (ns)                        |   47098537
Branch predictor stats             |           
  num correct                      |     904120
  num incorrect                    |       6158
  misprediction rate               |      0.68%
  mpki                             |       0.06
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8831113
    num misses                     |          1
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   27165396
    num misses                     |      48351
    miss rate                      |      0.18%
    mpki                           |       0.48
  L2 TLB                           |           
    num accesses                   |      48352
    num misses                     |      48314
    miss rate                      |     99.92%
    mpki                           |       0.48
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8831113
    num cache misses               |     209146
    miss rate                      |      2.37%
    mpki                           |       2.09
  Cache L1-D                       |           
    num cache accesses             |   27165396
    num cache misses               |    5199204
    miss rate                      |     19.14%
    mpki                           |      51.99
  Cache L2                         |           
    num cache accesses             |    5422411
    num cache misses               |    4795797
    miss rate                      |     88.44%
    mpki                           |      47.96
  Cache L3                         |           
    num cache accesses             |    4809858
    num cache misses               |    4784151
    miss rate                      |     99.47%
    mpki                           |      47.84
DRAM summary                       |           
  num dram accesses                |    9551918
  average dram access latency (ns) |      60.97
  average dram queueing delay      |      10.96
Coherency Traffic                  |           
  num loads from dram              |     826323
  num loads from dram cache        |          0
  num loads from remote cache      |          0
