                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  287445761 |  363069290 |  530373925 |  550422682 |  386330407 |  275557302 |  664140882 |  249999885
  Cycles                             |  377268333 |  377268216 |  377268206 |  377268619 |  377268304 |  377268300 |  377268304 |  377264484
  IPC                                |       0.76 |       0.96 |       1.41 |       1.46 |       1.02 |       0.73 |       1.76 |       0.66
  Time (ns)                          |  125756111 |  125756072 |  125756069 |  125756207 |  125756102 |  125756100 |  125756102 |  125754828
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17459467 |   55434928 |   42652090 |   30894619 |   17112930 |   41808649 |   44486198 |   13325983
  num incorrect                      |   10506717 |   14337780 |    7170707 |    5206543 |   16068344 |    9065218 |    7529180 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.42% |     48.43% |     17.82% |     14.47% |      2.29%
  mpki                               |      36.55 |      39.49 |      13.52 |       9.46 |      41.59 |      32.90 |      11.34 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   34277572 |   47303987 |   77707022 |   61392483 |   29052865 |   38161669 |   80433855 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  132295941 |  122048680 |  254252910 |  259968708 |  110222633 |  107122090 |  279364326 |   86640600
    num misses                       |     905098 |     540493 |    1422281 |     169256 |       4854 |     575377 |    1919854 |     132291
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.89 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     905108 |     540512 |    1422346 |     169312 |       4906 |     575517 |    1919872 |     132338
    num misses                       |     718764 |     112920 |       9124 |      26680 |       4288 |      53035 |      14361 |      40807
    miss rate                        |     79.41% |     20.89% |      0.64% |     15.76% |     87.40% |      9.22% |      0.75% |     30.84%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   34277572 |   47303987 |   77707022 |   61392483 |   29052865 |   38161669 |   80433855 |   24892730
    num cache misses                 |      13317 |     172117 |    2293001 |     124489 |       7422 |    2200309 |     653775 |      14499
    miss rate                        |      0.04% |      0.36% |      2.95% |      0.20% |      0.03% |      5.77% |      0.81% |      0.06%
    mpki                             |       0.05 |       0.47 |       4.32 |       0.23 |       0.02 |       7.98 |       0.98 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  132295941 |  122048680 |  254252910 |  259968708 |  110222633 |  107122090 |  279364326 |   86640600
    num cache misses                 |    2058064 |     462633 |    8433232 |    1570628 |     294288 |    2320020 |    1325908 |    3032998
    miss rate                        |      1.56% |      0.38% |      3.32% |      0.60% |      0.27% |      2.17% |      0.47% |      3.50%
    mpki                             |       7.16 |       1.27 |      15.90 |       2.85 |       0.76 |       8.42 |       2.00 |      12.13
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2230285 |     734457 |   10730349 |    1696671 |     314348 |    4617132 |    1990129 |    3407667
    num cache misses                 |    1741950 |     197308 |     119276 |     955437 |     279911 |    2110475 |      71609 |    2277827
    miss rate                        |     78.10% |     26.86% |      1.11% |     56.31% |     89.04% |     45.71% |      3.60% |     66.84%
    mpki                             |       6.06 |       0.54 |       0.22 |       1.74 |       0.72 |       7.66 |       0.11 |       9.11
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1938129 |     298982 |     124222 |     957723 |     292897 |    2207615 |      82275 |    2652225
    num cache misses                 |     482358 |     152370 |      92960 |     483784 |     279097 |     553222 |      67582 |    2027857
    miss rate                        |     24.89% |     50.96% |     74.83% |     50.51% |     95.29% |     25.06% |     82.14% |     76.46%
    mpki                             |       1.68 |       0.42 |       0.18 |       0.88 |       0.72 |       2.01 |       0.10 |       8.11
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    6043289 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.62 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.61 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     48.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
