                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |   91531013
  IPC                              |       1.09
  Time (ns)                        |   30510338
Branch predictor stats             |           
  num correct                      |   14024529
  num incorrect                    |    1656700
  misprediction rate               |     10.56%
  mpki                             |      16.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9419790
    num misses                     |        127
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35505156
    num misses                     |      21639
    miss rate                      |      0.06%
    mpki                           |       0.22
  L2 TLB                           |           
    num accesses                   |      21766
    num misses                     |       1241
    miss rate                      |      5.70%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9419790
    num cache misses               |       9320
    miss rate                      |      0.10%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   35505156
    num cache misses               |    1869425
    miss rate                      |      5.27%
    mpki                           |      18.69
  Cache L2                         |           
    num cache accesses             |    1927509
    num cache misses               |     638407
    miss rate                      |     33.12%
    mpki                           |       6.38
  Cache L3                         |           
    num cache accesses             |     687326
    num cache misses               |     586735
    miss rate                      |     85.36%
    mpki                           |       5.87
DRAM summary                       |           
  num dram accesses                |     677403
  average dram access latency (ns) |      60.12
  average dram queueing delay      |       5.11
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
