                                   | Core 0    
  Instructions                     |  499999943
  Cycles                           |  278965025
  IPC                              |       1.79
  Time (ns)                        |   92988342
Branch predictor stats             |           
  num correct                      |   67109844
  num incorrect                    |    6480908
  misprediction rate               |      8.81%
  mpki                             |      12.96
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   54069740
    num misses                     |        139
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  190404465
    num misses                     |     135616
    miss rate                      |      0.07%
    mpki                           |       0.27
  L2 TLB                           |           
    num accesses                   |     135755
    num misses                     |      11049
    miss rate                      |      8.14%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   54069740
    num cache misses               |     176732
    miss rate                      |      0.33%
    mpki                           |       0.35
  Cache L1-D                       |           
    num cache accesses             |  190404465
    num cache misses               |   13629258
    miss rate                      |      7.16%
    mpki                           |      27.26
  Cache L2                         |           
    num cache accesses             |   13822175
    num cache misses               |    5415371
    miss rate                      |     39.18%
    mpki                           |      10.83
  Cache L3                         |           
    num cache accesses             |    5431587
    num cache misses               |      91802
    miss rate                      |      1.69%
    mpki                           |       0.18
DRAM summary                       |           
  num dram accesses                |      97675
  average dram access latency (ns) |     116.15
  average dram queueing delay      |      31.11
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
