                                   | Core 0    
  Instructions                     |  499999881
  Cycles                           |  530727611
  IPC                              |       0.94
  Time (ns)                        |  176909204
Branch predictor stats             |           
  num correct                      |    6483488
  num incorrect                    |      51928
  misprediction rate               |      0.79%
  mpki                             |       0.10
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   44416735
    num misses                     |         25
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  251401513
    num misses                     |    4595989
    miss rate                      |      1.83%
    mpki                           |       9.19
  L2 TLB                           |           
    num accesses                   |    4596014
    num misses                     |    2797115
    miss rate                      |     60.86%
    mpki                           |       5.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   44416735
    num cache misses               |     202234
    miss rate                      |      0.46%
    mpki                           |       0.40
  Cache L1-D                       |           
    num cache accesses             |  251401513
    num cache misses               |   14669947
    miss rate                      |      5.84%
    mpki                           |      29.34
  Cache L2                         |           
    num cache accesses             |   16143233
    num cache misses               |   13128122
    miss rate                      |     81.32%
    mpki                           |      26.26
  Cache L3                         |           
    num cache accesses             |   14399175
    num cache misses               |    5037626
    miss rate                      |     34.99%
    mpki                           |      10.08
DRAM summary                       |           
  num dram accesses                |    6380003
  average dram access latency (ns) |      58.90
  average dram queueing delay      |       3.89
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
