                                   | Core 0    
  Instructions                     |  249999965
  Cycles                           |  166312837
  IPC                              |       1.50
  Time (ns)                        |   55437613
Branch predictor stats             |           
  num correct                      |   20102341
  num incorrect                    |    3377509
  misprediction rate               |     14.38%
  mpki                             |      13.51
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   36620353
    num misses                     |         65
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  119863379
    num misses                     |     668350
    miss rate                      |      0.56%
    mpki                           |       2.67
  L2 TLB                           |           
    num accesses                   |     668415
    num misses                     |       4465
    miss rate                      |      0.67%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   36620353
    num cache misses               |    1172409
    miss rate                      |      3.20%
    mpki                           |       4.69
  Cache L1-D                       |           
    num cache accesses             |  119863379
    num cache misses               |    3982325
    miss rate                      |      3.32%
    mpki                           |      15.93
  Cache L2                         |           
    num cache accesses             |    5154878
    num cache misses               |     782882
    miss rate                      |     15.19%
    mpki                           |       3.13
  Cache L3                         |           
    num cache accesses             |     783078
    num cache misses               |       6066
    miss rate                      |      0.77%
    mpki                           |       0.02
DRAM summary                       |           
  num dram accesses                |       6163
  average dram access latency (ns) |      51.03
  average dram queueing delay      |       1.03
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
