                                   | Core 0    
  Instructions                     |  249999888
  Cycles                           |  597368513
  IPC                              |       0.42
  Time (ns)                        |  199122838
Branch predictor stats             |           
  num correct                      |   19818647
  num incorrect                    |    1620730
  misprediction rate               |      7.56%
  mpki                             |       6.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   20925725
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   68803936
    num misses                     |     336631
    miss rate                      |      0.49%
    mpki                           |       1.35
  L2 TLB                           |           
    num accesses                   |     336673
    num misses                     |     104705
    miss rate                      |     31.10%
    mpki                           |       0.42
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   20925725
    num cache misses               |      39631
    miss rate                      |      0.19%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |   68803936
    num cache misses               |    3679127
    miss rate                      |      5.35%
    mpki                           |      14.72
  Cache L2                         |           
    num cache accesses             |    3751076
    num cache misses               |    3450387
    miss rate                      |     91.98%
    mpki                           |      13.80
  Cache L3                         |           
    num cache accesses             |    3482779
    num cache misses               |    3031025
    miss rate                      |     87.03%
    mpki                           |      12.12
DRAM summary                       |           
  num dram accesses                |    3284393
  average dram access latency (ns) |     110.23
  average dram queueing delay      |      25.19
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
