                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2838454625 |   727471700 |  5628588256 |  3411840538 |  4457407770 |   536129055 |  2151665233 |   249999989
  Cycles                             |  3560731807 |  3560732030 |  3560731913 |  3560731804 |  3560731766 |  3560731835 |  3560732071 |  3560726576
  IPC                                |        0.80 |        0.20 |        1.58 |        0.96 |        1.25 |        0.15 |        0.60 |        0.07
  Time (ns)                          |  1186910602 |  1186910677 |  1186910638 |  1186910601 |  1186910589 |  1186910612 |  1186910690 |  1186908859
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   433868019 |   100043346 |  1038759118 |   181888582 |   672321542 |   125633663 |   327253999 |    43244780
  num incorrect                      |   111293139 |    13738097 |    70863279 |   130291108 |    75529591 |    13954833 |    70527646 |    11689069
  misprediction rate                 |      20.41% |      12.07% |       6.39% |      41.74% |      10.10% |      10.00% |      17.73% |      21.28%
  mpki                               |       39.21 |       18.88 |       12.59 |       38.19 |       16.94 |       26.03 |       32.78 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   369320363 |   127436852 |   922948866 |   276657609 |   713608401 |    45302841 |   296895307 |    23761816
    num misses                       |          19 |         100 |          39 |          52 |       26097 |       36899 |         426 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   955340318 |   339032425 |  1834351755 |  1004065607 |  1794902629 |   185732167 |   835111572 |    88558906
    num misses                       |     4229550 |    13200372 |          23 |       58964 |    10006189 |     2838442 |     4424678 |    21159802
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.53% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.15 |        0.00 |        0.02 |        2.24 |        5.29 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4229569 |    13200472 |          62 |       59016 |    10032286 |     2875341 |     4425104 |    21159805
    num misses                       |      885182 |     3951707 |          62 |       52576 |     1428086 |     2431203 |      416712 |    10898273
    miss rate                        |      20.93% |      29.94% |     100.00% |      89.09% |      14.23% |      84.55% |       9.42% |      51.50%
    mpki                             |        0.31 |        5.43 |        0.00 |        0.02 |        0.32 |        4.53 |        0.19 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   369320363 |   127436852 |   922948866 |   276657609 |   713608401 |    45302841 |   296895307 |    23761816
    num cache misses                 |     2383894 |     2300999 |     9988211 |      193948 |    12311321 |      797163 |    17663151 |      123118
    miss rate                        |       0.65% |       1.81% |       1.08% |       0.07% |       1.73% |       1.76% |       5.95% |       0.52%
    mpki                             |        0.84 |        3.16 |        1.77 |        0.06 |        2.76 |        1.49 |        8.21 |        0.49
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   955340318 |   339032425 |  1834351755 |  1004065607 |  1794902629 |   185732167 |   835111572 |    88558906
    num cache misses                 |     4508482 |    19287479 |      535104 |     3814292 |    16047193 |    15957889 |    19071739 |    28821287
    miss rate                        |       0.47% |       5.69% |       0.03% |       0.38% |       0.89% |       8.59% |       2.28% |      32.54%
    mpki                             |        1.59 |       26.51 |        0.10 |        1.12 |        3.60 |       29.77 |        8.86 |      115.29
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7889820 |    26451401 |    10638392 |     4223547 |    28683979 |    16805238 |    37729714 |    32480023
    num cache misses                 |     3584452 |    17913680 |     2031019 |     3904110 |     8702326 |    15980603 |    18771752 |    22985978
    miss rate                        |      45.43% |      67.72% |      19.09% |      92.44% |      30.34% |      95.09% |      49.75% |      70.77%
    mpki                             |        1.26 |       24.62 |        0.36 |        1.14 |        1.95 |       29.81 |        8.72 |       91.94
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4605420 |    22789944 |     2146105 |     4121979 |     9030222 |    16032573 |    19773608 |    26562180
    num cache misses                 |     3367443 |    16536710 |     1967850 |     3893692 |     3291697 |    14756543 |     5646911 |    18901589
    miss rate                        |      73.12% |      72.56% |      91.69% |      94.46% |      36.45% |      92.04% |      28.56% |      71.16%
    mpki                             |        1.19 |       22.73 |        0.35 |        1.14 |        0.74 |       27.52 |        2.62 |       75.61
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    85775499 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      129.81 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       19.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      72.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
