                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   775190137 |   249999981 |   391006213 |  2521190299 |  1612105005 |   880040681 |  5761468606 |  3343705225
  Cycles                             |  2793580798 |  2793578809 |  2793580585 |  2793580486 |  2793580874 |  2793580792 |  2793580446 |  2793580462
  IPC                                |        0.28 |        0.09 |        0.14 |        0.90 |        0.58 |        0.32 |        2.06 |        1.20
  Time (ns)                          |   931193599 |   931192936 |   931193528 |   931193495 |   931193625 |   931193597 |   931193482 |   931193487
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7038533 |    58565837 |    64515983 |   385247249 |     2106052 |    54144077 |   265322862 |   268927234
  num incorrect                      |       47152 |     6500447 |     4071087 |    98862609 |       35692 |     1897726 |     2208513 |    45176213
  misprediction rate                 |       0.67% |       9.99% |       5.94% |      20.42% |       1.67% |       3.39% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.41 |       39.21 |        0.02 |        2.16 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    68512379 |    21135842 |    65236186 |   328030970 |   184642975 |    83745359 |   440782847 |   489843655
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   211164889 |    86633855 |   120075912 |   848608549 |  1205993027 |   292744839 |  3315328440 |  1603246092
    num misses                       |      377528 |     1331667 |      142321 |     3761507 |    43666312 |     2381621 |      447414 |     8943733
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.62% |       0.81% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.09 |        2.71 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      377531 |     1349108 |      142325 |     3761526 |    43666318 |     2381643 |      447457 |     8943798
    num misses                       |      377248 |     1140468 |      142325 |      787230 |    31208068 |      221439 |      128031 |       57064
    miss rate                        |      99.93% |      84.53% |     100.00% |      20.93% |      71.47% |       9.30% |      28.61% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.36 |        0.25 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    68512379 |    21135842 |    65236186 |   328030970 |   184642975 |    83745359 |   440782847 |   489843655
    num cache misses                 |      558571 |      418183 |       13240 |     1693494 |     1074989 |      626560 |      398721 |    16399842
    miss rate                        |       0.82% |       1.98% |       0.02% |       0.52% |       0.58% |       0.75% |       0.09% |       3.35%
    mpki                             |        0.72 |        1.67 |        0.03 |        0.67 |        0.67 |        0.71 |        0.07 |        4.90
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   211164889 |    86633855 |   120075912 |   848608549 |  1205993027 |   292744839 |  3315328440 |  1603246092
    num cache misses                 |    39885615 |     7476851 |     9112568 |     3473060 |    13362756 |    17087295 |    31166701 |    54256332
    miss rate                        |      18.89% |       8.63% |       7.59% |       0.41% |       1.11% |       5.84% |       0.94% |       3.38%
    mpki                             |       51.45 |       29.91 |       23.31 |        1.38 |        8.29 |       19.42 |        5.41 |       16.23
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    40446551 |     7919773 |    12317191 |     5759347 |    14493791 |    19242772 |    31569233 |    70710296
    num cache misses                 |    26533043 |     7586911 |     9125808 |     2354382 |    10553537 |     9299002 |    21820868 |    11897307
    miss rate                        |      65.60% |      95.80% |      74.09% |      40.88% |      72.81% |      48.32% |      69.12% |      16.83%
    mpki                             |       34.23 |       30.35 |       23.34 |        0.93 |        6.55 |       10.57 |        3.79 |        3.56
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26535408 |     7612260 |    12317191 |     2956587 |    10609836 |    10887966 |    21824727 |    11959033
    num cache misses                 |    24397224 |     6959521 |     9112147 |      904379 |     9603432 |     6112432 |      987869 |      986696
    miss rate                        |      91.94% |      91.43% |      73.98% |      30.59% |      90.51% |      56.14% |       4.53% |       8.25%
    mpki                             |       31.47 |       27.84 |       23.30 |        0.36 |        5.96 |        6.95 |        0.17 |        0.30
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    87327157 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      231.98 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      121.97 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
