                                   | Core 0    
  Instructions                     |  499999883
  Cycles                           |  423822656
  IPC                              |       1.18
  Time (ns)                        |  141274219
Branch predictor stats             |           
  num correct                      |   26521548
  num incorrect                    |   18793296
  misprediction rate               |     41.47%
  mpki                             |      37.59
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   42549377
    num misses                     |         52
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  149416607
    num misses                     |       6964
    miss rate                      |      0.00%
    mpki                           |       0.01
  L2 TLB                           |           
    num accesses                   |       7016
    num misses                     |       6471
    miss rate                      |     92.23%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   42549377
    num cache misses               |       4140
    miss rate                      |      0.01%
    mpki                           |       0.01
  Cache L1-D                       |           
    num cache accesses             |  149416607
    num cache misses               |     422187
    miss rate                      |      0.28%
    mpki                           |       0.84
  Cache L2                         |           
    num cache accesses             |     428277
    num cache misses               |     409761
    miss rate                      |     95.68%
    mpki                           |       0.82
  Cache L3                         |           
    num cache accesses             |     411734
    num cache misses               |     404366
    miss rate                      |     98.21%
    mpki                           |       0.81
DRAM summary                       |           
  num dram accesses                |     686520
  average dram access latency (ns) |      50.03
  average dram queueing delay      |       0.03
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
