                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2009983836 |   998024702 |  2034532642 |  1155227270 |  5906120833 |   427752034 |  5226659869 |  3184718191 |  7087684789 |   411905649 |   642444597 |  5439132560 |   249999981 |  1606926631 |  1711750324 |  6352311106
  Cycles                             |  3912712219 |  3912712337 |  3912712187 |  3912712569 |  3912712190 |  3912713384 |  3912712190 |  3912712187 |  3912712198 |  3912712296 |  3912712636 |  3912712186 |  3912707427 |  3912712186 |  3912712434 |  3912712187
  IPC                                |        0.51 |        0.26 |        0.52 |        0.30 |        1.51 |        0.11 |        1.34 |        0.81 |        1.81 |        0.11 |        0.16 |        1.39 |        0.06 |        0.41 |        0.44 |        1.62
  Time (ns)                          |  1304237406 |  1304237446 |  1304237396 |  1304237523 |  1304237397 |  1304237795 |  1304237397 |  1304237396 |  1304237399 |  1304237432 |  1304237545 |  1304237395 |  1304235809 |  1304237395 |  1304237478 |  1304237396
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   122195544 |    33938979 |     2651062 |    71090962 |   337203794 |    58791757 |   230819099 |    59009862 |  1308036348 |    68026954 |    50921566 |   250470848 |    58565837 |    36555412 |   259626184 |   423233129
  num incorrect                      |    73530769 |    15844395 |       44928 |     2573524 |    57032094 |     8102246 |    13091619 |     8912369 |    89233054 |     4315536 |     4177971 |     2083145 |     6500447 |      649882 |    56458391 |    72662189
  misprediction rate                 |      37.57% |      31.83% |       1.67% |       3.49% |      14.47% |      12.11% |       5.37% |      13.12% |       6.39% |       5.97% |       7.58% |       0.82% |       9.99% |       1.75% |      17.86% |      14.65%
  mpki                               |       36.58 |       15.88 |        0.02 |        2.23 |        9.66 |       18.94 |        2.50 |        2.80 |       12.59 |       10.48 |        6.50 |        0.38 |       26.00 |        0.40 |       32.98 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   239932803 |    78253933 |   233045672 |   109876252 |   663716300 |    74914489 |   497798744 |   303169940 |  1162203051 |    68991612 |    53976683 |   416115330 |    21135842 |   144327952 |   236723371 |   770745004
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         106 |          39 |           4 |          42 |          43 |       17441 |           4 |         356 |          18
