                                     | Core 0      | Core 1     | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1239761072 |  571104729 |  1029286972 |  1280412021 |  413466592 |  249999888 |  645251584 |  783515816
  Cycles                             |   745350007 |  745350245 |   745350197 |   745350015 |  745350047 |  745347420 |  745350295 |  745350000
  IPC                                |        1.66 |       0.77 |        1.38 |        1.72 |       0.55 |       0.34 |       0.87 |       1.05
  Time (ns)                          |   248450003 |  248450082 |   248450066 |   248450005 |  248450016 |  248449140 |  248450099 |  248450000
Branch predictor stats               |             |            |             |             |            |            |            |           
  num correct                        |   164354278 |   13026327 |    82768510 |    84977718 |   22194145 |   19818647 |     838931 |  117933563
  num incorrect                      |    16785566 |     230653 |    13910605 |    14637077 |     519149 |    1620730 |      14218 |   13351294
  misprediction rate                 |       9.27% |      1.74% |      14.39% |      14.69% |      2.29% |      7.56% |      1.67% |     10.17%
  mpki                               |       13.54 |       0.40 |       13.51 |       11.43 |       1.26 |       6.48 |       0.02 |      17.04
TLB Summary                          |             |            |             |             |            |            |            |           
  I-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   186243828 |   51595483 |   150787239 |   155264271 |   41514216 |   20925725 |   73915746 |  125592852
    num misses                       |         848 |          4 |          65 |          18 |         47 |         42 |          6 |       4948
    miss rate                        |       0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   485222655 |  223049078 |   493456510 |   539578227 |  146713681 |   68803936 |  482663628 |  316489374
    num misses                       |      148413 |     112490 |     2755982 |     3813621 |     213063 |     336443 |   17466981 |    1824718
    miss rate                        |       0.03% |      0.05% |       0.56% |       0.71% |      0.15% |      0.49% |      3.62% |      0.58%
    mpki                             |        0.12 |       0.20 |        2.68 |        2.98 |       0.52 |       1.35 |      27.07 |       2.33
  L2 TLB                             |             |            |             |             |            |            |            |           
    num accesses                     |      149261 |     112494 |     2756047 |     3813639 |     213110 |     336485 |   17466987 |    1829666
    num misses                       |        4515 |      61969 |       17630 |       29389 |      69346 |     104713 |   12545764 |     262558
    miss rate                        |       3.02% |     55.09% |       0.64% |       0.77% |     32.54% |     31.12% |     71.83% |     14.35%
    mpki                             |        0.00 |       0.11 |        0.02 |        0.02 |       0.17 |       0.42 |      19.44 |       0.34
Cache Summary                        |             |            |             |             |            |            |            |           
  Cache L1-I                         |             |            |             |             |            |            |            |           
    num cache accesses               |   186243828 |   51595483 |   150787239 |   155264271 |   41514216 |   20925725 |   73915746 |  125592852
    num cache misses                 |     3860346 |      65701 |     5014770 |     1354279 |      42669 |      40026 |     313688 |    2471919
    miss rate                        |       2.07% |      0.13% |       3.33% |       0.87% |      0.10% |      0.19% |      0.42% |      1.97%
    mpki                             |        3.11 |       0.12 |        4.87 |        1.06 |       0.10 |       0.16 |       0.49 |       3.15
  Cache L1-D                         |             |            |             |             |            |            |            |           
    num cache accesses               |   485222655 |  223049078 |   493456510 |   539578227 |  146713681 |   68803936 |  482663628 |  316489374
    num cache misses                 |     6260854 |    5557883 |    16676705 |     2558676 |    5156166 |    3685158 |    5310278 |    3055386
    miss rate                        |       1.29% |      2.49% |       3.38% |       0.47% |      3.51% |      5.36% |      1.10% |      0.97%
    mpki                             |        5.05 |       9.73 |       16.20 |        2.00 |      12.47 |      14.74 |       8.23 |       3.90
  Cache L2                           |             |            |             |             |            |            |            |           
    num cache accesses               |    10169427 |    5623945 |    21698579 |     3933680 |    5871827 |    3755579 |    5624219 |    5631985
    num cache misses                 |      625152 |    4036460 |     3430211 |      447338 |    4212092 |    3453952 |    3949660 |    2984948
    miss rate                        |       6.15% |     71.77% |      15.81% |      11.37% |     71.73% |     91.97% |     70.23% |     53.00%
    mpki                             |        0.50 |       7.07 |        3.33 |        0.35 |      10.19 |      13.82 |       6.12 |       3.81
  Cache L3                           |             |            |             |             |            |            |            |           
    num cache accesses               |      673500 |    4037422 |     3438877 |      468547 |    4896340 |    3484425 |    3949989 |    3090029
    num cache misses                 |      341410 |    3888659 |      163475 |      144182 |    3656829 |    2987339 |    3352122 |     940042
    miss rate                        |      50.69% |     96.32% |       4.75% |      30.77% |     74.68% |     85.73% |     84.86% |     30.42%
    mpki                             |        0.28 |       6.81 |        0.16 |        0.11 |       8.84 |      11.95 |       5.20 |       1.20
DRAM summary                         |             |            |             |             |            |            |            |           
  num dram accesses                  |    19592797 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      149.96 |        inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       39.95 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      78.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |             |             |            |            |            |           
  num loads from dram                |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
