                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   370211302 |  6343665426 |   267527777 |   373999859 |   249999973 |  1153283076 |   624284837 |   250833917 |  4163030478 |   603734871 |  1389822502 |   474892072 |  3823731271 |  1275289271 |  2215986704 |  4408456914
  Cycles                             |  3521459114 |  3521458907 |  3521459097 |  3521459434 |  3521455511 |  3521459035 |  3521459904 |  3521459549 |  3521460203 |  3521460538 |  3521459765 |  3521459041 |  3521459119 |  3521458915 |  3521460246 |  3521458814
  IPC                                |        0.11 |        1.80 |        0.08 |        0.11 |        0.07 |        0.33 |        0.18 |        0.07 |        1.18 |        0.17 |        0.39 |        0.13 |        1.09 |        0.36 |        0.63 |        1.25
  Time (ns)                          |  1173819705 |  1173819636 |  1173819699 |  1173819812 |  1173818504 |  1173819679 |  1173819968 |  1173819850 |  1173820068 |  1173820180 |  1173819922 |  1173819681 |  1173819707 |  1173819639 |  1173820082 |  1173819605
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    29338597 |  1170727167 |    45669937 |     7101372 |    40600608 |    70079359 |    38276344 |    34505559 |   183158791 |    18663735 |   150664531 |     4283168 |   307542639 |     1667710 |   126364358 |   585691392
  num incorrect                      |     2402644 |    79865996 |     4092125 |     9867609 |     2521753 |    42170967 |     1333434 |     4735078 |    10412502 |     8929377 |    22967999 |       28626 |    51677832 |       28262 |    21402439 |    59350256
  misprediction rate                 |       7.57% |       6.39% |       8.22% |      58.15% |       5.85% |      37.57% |       3.37% |      12.07% |       5.38% |      32.36% |      13.23% |       0.66% |      14.39% |       1.67% |      14.48% |       9.20%
  mpki                               |        6.49 |       12.59 |       15.30 |       26.38 |       10.09 |       36.57 |        2.14 |       18.88 |        2.50 |       14.79 |       16.53 |        0.06 |       13.52 |        0.02 |        9.66 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    31243762 |  1040203588 |    31103045 |    41216854 |    41868591 |   137579840 |    59468581 |    43944608 |   396975200 |    46924879 |   163366849 |    41970019 |   560188675 |   146060845 |   248878965 |   661733114
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        2902
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   101935861 |  2067394116 |    92544634 |   137928921 |    75636447 |   530398470 |   207580934 |   116899113 |  1268199912 |   271109281 |   623740628 |   128968147 |  1833507020 |   954042528 |  1041029460 |  1722946860
    num misses                       |      499504 |          23 |     1546593 |      989172 |       88470 |     3632942 |     1720840 |     4558485 |      403113 |      275906 |     6419769 |      228867 |    10228239 |    34530846 |      669992 |      535012
    miss rate                        |       0.49% |       0.00% |       1.67% |       0.72% |       0.12% |       0.68% |       0.83% |       3.90% |       0.03% |       0.10% |       1.03% |       0.18% |       0.56% |       3.62% |       0.06% |       0.03%
    mpki                             |        1.35 |        0.00 |        5.78 |        2.64 |        0.35 |        3.15 |        2.76 |       18.17 |        0.10 |        0.46 |        4.62 |        0.48 |        2.67 |       27.08 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
